Date;30.10.2025
Time;17.10.07
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-0.07;-4.17;-0.20;-2;-123;-6;19.41;2
2;-0.07;-4.03;-0.24;-2;-119;-7;19.47;2
3;-0.14;-4.07;-0.20;-4;-120;-6;19.67;2
4;-0.17;-4.17;-0.17;-5;-123;-5;19.34;2
5;-0.03;-4.14;-0.17;-1;-122;-5;19.41;2
6;0.00;-4.00;-0.20;0;-118;-6;19.28;2
7;-0.10;-4.07;-0.17;-3;-120;-5;19.67;2
8;-0.07;-4.07;-0.17;-2;-120;-5;19.61;2
9;-0.07;-4.03;-0.17;-2;-119;-5;19.61;2
10;-0.10;-4.00;-0.17;-3;-118;-5;19.67;2
11;0.07;-4.00;-0.17;2;-118;-5;19.67;2
12;-0.07;-4.10;-0.14;-2;-121;-4;19.61;2
13;-0.14;-4.07;-0.17;-4;-120;-5;19.34;2
14;-0.07;-4.00;-0.17;-2;-118;-5;19.47;2
15;-0.07;-3.93;-0.20;-2;-116;-6;19.47;2
16;-0.10;-4.00;-0.17;-3;-118;-5;19.47;2
17;0.00;-4.07;-0.20;0;-120;-6;19.54;2
18;-0.07;-4.10;-0.20;-2;-121;-6;19.54;2
19;0.03;-4.03;-0.17;1;-119;-5;19.54;2
20;-0.10;-3.93;-0.10;-3;-116;-3;19.54;2
21;-0.07;-4.03;-0.07;-2;-119;-2;19.61;2
22;-0.03;-3.90;-0.20;-1;-115;-6;19.54;2
23;-0.14;-4.03;-0.20;-4;-119;-6;19.54;2
24;-0.14;-4.03;-0.24;-4;-119;-7;19.54;2
25;-0.03;-3.93;-0.14;-1;-116;-4;19.61;2
26;0.03;-4.00;-0.10;1;-118;-3;19.74;2
27;-0.14;-3.97;-0.17;-4;-117;-5;19.47;2
28;-0.07;-4.10;-0.20;-2;-121;-6;19.34;2
29;-0.10;-4.03;-0.20;-3;-119;-6;19.61;2
30;-0.07;-4.03;-0.14;-2;-119;-4;19.41;2
31;-0.07;-3.97;-0.24;-2;-117;-7;19.67;2
32;-0.14;-4.07;-0.10;-4;-120;-3;19.54;2
33;-0.20;-4.10;-0.20;-6;-121;-6;19.54;2
34;0.00;-4.10;-0.14;0;-121;-4;19.67;2
35;0.00;-3.90;-0.20;0;-115;-6;19.74;2
36;-0.07;-4.00;-0.20;-2;-118;-6;19.41;2
37;-0.07;-4.03;-0.17;-2;-119;-5;19.28;2
38;0.00;-4.20;-0.14;0;-124;-4;19.61;2
39;-0.07;-4.10;-0.17;-2;-121;-5;19.47;2
40;-0.10;-3.90;-0.17;-3;-115;-5;19.61;2
41;-0.14;-4.03;-0.14;-4;-119;-4;19.54;2
42;-0.14;-4.03;-0.17;-4;-119;-5;19.47;2
43;-0.17;-4.10;-0.24;-5;-121;-7;19.80;2
44;-0.03;-4.07;-0.10;-1;-120;-3;19.54;2
45;-0.10;-4.07;-0.14;-3;-120;-4;19.61;2
46;0.07;-4.07;-0.20;2;-120;-6;19.87;2
47;0.00;-4.10;-0.17;0;-121;-5;19.87;2
48;-0.10;-4.00;-0.20;-3;-118;-6;19.54;2
49;0.00;-4.20;-0.20;0;-124;-6;19.54;2
50;-0.14;-4.00;-0.14;-4;-118;-4;19.61;2
51;-0.10;-4.03;-0.17;-3;-119;-5;19.47;2
52;-0.03;-4.03;-0.14;-1;-119;-4;19.54;2
53;0.00;-3.97;-0.24;0;-117;-7;19.74;2
54;-0.10;-4.10;-0.10;-3;-121;-3;19.67;2
55;0.00;-3.90;-0.24;0;-115;-7;19.61;2
56;-0.03;-4.00;-0.20;-1;-118;-6;19.28;2
57;-0.10;-4.03;-0.20;-3;-119;-6;19.61;2
58;0.00;-3.93;-0.17;0;-116;-5;19.41;2
59;-0.10;-3.97;-0.17;-3;-117;-5;19.34;2
60;0.07;-4.00;-0.27;2;-118;-8;19.61;2
61;-0.07;-4.00;-0.07;-2;-118;-2;19.47;2
62;-0.03;-4.10;-0.24;-1;-121;-7;19.47;2
63;-0.14;-4.07;-0.24;-4;-120;-7;19.47;2
64;-0.07;-4.00;-0.14;-2;-118;-4;19.54;2
65;-0.14;-4.07;-0.17;-4;-120;-5;19.61;2
66;-0.10;-4.10;-0.17;-3;-121;-5;19.54;2
67;-0.10;-3.97;-0.20;-3;-117;-6;19.61;2
68;-0.14;-4.03;-0.20;-4;-119;-6;19.34;2
69;-0.14;-4.00;-0.20;-4;-118;-6;19.61;2
70;-0.14;-4.00;-0.24;-4;-118;-7;19.47;2
71;-0.14;-4.07;-0.14;-4;-120;-4;19.67;2
72;-0.07;-4.14;-0.20;-2;-122;-6;19.54;2
73;-0.14;-4.10;-0.24;-4;-121;-7;19.47;2
74;-0.14;-4.03;-0.17;-4;-119;-5;19.47;2
75;-0.14;-3.93;-0.17;-4;-116;-5;19.34;2
76;0.00;-4.07;-0.20;0;-120;-6;19.34;2
77;-0.17;-4.00;-0.17;-5;-118;-5;19.47;2
78;-0.10;-4.10;-0.20;-3;-121;-6;19.54;2
79;-0.03;-4.03;-0.20;-1;-119;-6;19.28;2
80;-0.07;-4.03;-0.14;-2;-119;-4;19.54;2
81;-0.03;-4.14;-0.17;-1;-122;-5;19.54;2
82;-0.07;-4.03;-0.20;-2;-119;-6;19.54;2
83;-0.14;-4.10;-0.17;-4;-121;-5;19.67;2
