Date;30.10.2025
Time;17.06.00
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-2.61;-20.61;0.00;-77;-608;0;19.80;2
2;-2.47;-20.58;0.10;-73;-607;3;19.93;2
3;-2.58;-20.54;-0.07;-76;-606;-2;19.74;2
4;-2.41;-20.68;-0.03;-71;-610;-1;19.93;2
5;-2.34;-20.51;0.00;-69;-605;0;19.61;2
6;-2.64;-20.58;0.00;-78;-607;0;19.47;2
7;-2.54;-20.47;-0.07;-75;-604;-2;19.74;2
8;-2.44;-20.58;0.03;-72;-607;1;20.00;2
9;-2.47;-20.61;0.00;-73;-608;0;19.87;2
10;-2.44;-20.44;-0.07;-72;-603;-2;19.74;2
11;-2.37;-20.64;0.00;-70;-609;0;19.87;2
12;-2.54;-20.58;0.07;-75;-607;2;19.74;2
13;-2.54;-20.58;0.03;-75;-607;1;19.80;2
14;-2.51;-20.44;0.00;-74;-603;0;19.74;2
15;-2.58;-20.61;0.03;-76;-608;1;19.87;2
16;-2.54;-20.58;0.00;-75;-607;0;19.47;2
17;-2.68;-20.41;0.00;-79;-602;0;19.80;2
18;-2.47;-20.64;-0.07;-73;-609;-2;19.93;2
19;-2.54;-20.54;0.07;-75;-606;2;19.74;2
20;-2.64;-20.58;0.07;-78;-607;2;19.74;2
21;-2.47;-20.58;-0.07;-73;-607;-2;19.80;2
22;-2.44;-20.54;-0.03;-72;-606;-1;19.74;2
23;-2.54;-20.64;-0.03;-75;-609;-1;19.61;2
24;-2.44;-20.58;0.00;-72;-607;0;19.67;2
25;-2.68;-20.41;0.00;-79;-602;0;19.80;2
26;-2.64;-20.58;0.03;-78;-607;1;19.61;2
27;-2.44;-20.54;0.03;-72;-606;1;19.61;2
28;-2.34;-20.58;0.00;-69;-607;0;19.41;2
29;-2.44;-20.71;-0.07;-72;-611;-2;19.80;2
30;-2.58;-20.41;-0.03;-76;-602;-1;19.93;2
31;-2.51;-20.58;0.03;-74;-607;1;19.67;2
32;-2.61;-20.34;-0.03;-77;-600;-1;19.61;2
33;-2.54;-20.58;-0.10;-75;-607;-3;19.61;2
34;-2.51;-20.61;0.00;-74;-608;0;19.54;2
35;-2.47;-20.71;-0.03;-73;-611;-1;19.74;2
36;-2.51;-20.61;0.10;-74;-608;3;19.61;2
37;-2.51;-20.51;-0.03;-74;-605;-1;19.74;2
38;-2.51;-20.51;0.00;-74;-605;0;19.74;2
39;-2.64;-20.51;0.03;-78;-605;1;19.87;2
40;-2.58;-20.51;-0.07;-76;-605;-2;19.54;2
41;-2.41;-20.64;0.07;-71;-609;2;19.74;2
42;-2.54;-20.44;0.00;-75;-603;0;19.87;2
43;-2.58;-20.61;0.00;-76;-608;0;19.61;2
44;-2.58;-20.58;-0.07;-76;-607;-2;19.80;2
45;-2.41;-20.64;0.00;-71;-609;0;20.00;2
46;-2.37;-20.44;0.03;-70;-603;1;19.74;2
47;-2.51;-20.61;-0.03;-74;-608;-1;19.74;2
48;-2.37;-20.61;0.00;-70;-608;0;20.07;2
49;-2.34;-20.51;-0.14;-69;-605;-4;19.93;2
50;-2.64;-20.51;0.00;-78;-605;0;19.80;2
