Date;30.10.2025
Time;17.12.11
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;0.07;-1.08;-0.03;2;-32;-1;19.54;2
2;0.03;-1.15;-0.10;1;-34;-3;19.74;2
3;-0.03;-1.12;-0.03;-1;-33;-1;19.54;2
4;-0.03;-1.05;-0.17;-1;-31;-5;19.67;2
5;0.10;-1.05;-0.07;3;-31;-2;19.54;2
6;0.03;-1.22;-0.10;1;-36;-3;19.54;2
7;0.10;-1.08;-0.14;3;-32;-4;19.54;2
8;0.00;-1.08;-0.10;0;-32;-3;19.74;2
9;0.10;-1.05;-0.17;3;-31;-5;19.61;2
10;0.00;-1.12;-0.03;0;-33;-1;19.61;2
11;0.07;-1.05;-0.10;2;-31;-3;19.28;2
12;0.07;-0.98;-0.10;2;-29;-3;19.47;2
13;0.17;-1.22;-0.10;5;-36;-3;19.61;2
14;0.17;-1.19;-0.07;5;-35;-2;19.54;2
15;0.20;-1.22;-0.07;6;-36;-2;19.61;2
16;0.00;-1.15;-0.10;0;-34;-3;19.41;2
17;0.03;-1.15;-0.07;1;-34;-2;19.54;2
18;0.17;-1.08;-0.20;5;-32;-6;19.54;2
19;0.03;-1.08;-0.10;1;-32;-3;19.67;2
20;0.03;-1.15;-0.10;1;-34;-3;19.54;2
21;0.17;-1.08;-0.17;5;-32;-5;19.54;2
22;0.14;-1.12;-0.03;4;-33;-1;19.87;2
23;0.20;-1.12;-0.17;6;-33;-5;19.54;2
24;0.20;-1.19;-0.07;6;-35;-2;19.93;2
25;0.03;-1.25;-0.10;1;-37;-3;19.54;2
26;0.17;-1.15;-0.07;5;-34;-2;19.67;2
27;0.14;-1.25;-0.07;4;-37;-2;19.67;2
28;0.10;-1.22;-0.07;3;-36;-2;19.61;2
29;0.00;-1.12;-0.07;0;-33;-2;19.67;2
30;0.17;-1.19;-0.03;5;-35;-1;19.61;2
31;0.00;-1.29;-0.07;0;-38;-2;19.61;2
32;0.00;-1.05;-0.10;0;-31;-3;19.67;2
33;0.14;-1.15;-0.17;4;-34;-5;19.67;2
34;0.03;-1.19;-0.07;1;-35;-2;19.61;2
35;0.17;-1.05;-0.10;5;-31;-3;19.41;2
36;0.03;-1.12;-0.10;1;-33;-3;19.61;2
37;0.07;-1.08;-0.10;2;-32;-3;19.54;2
38;0.00;-1.08;-0.07;0;-32;-2;19.74;2
39;0.10;-1.08;-0.03;3;-32;-1;19.41;2
40;-0.07;-1.22;-0.10;-2;-36;-3;19.47;2
41;0.07;-1.12;-0.03;2;-33;-1;19.74;2
42;0.14;-1.15;-0.14;4;-34;-4;19.34;2
43;0.07;-1.12;-0.10;2;-33;-3;19.54;2
44;0.10;-0.98;0.00;3;-29;0;19.80;2
45;0.03;-1.19;-0.10;1;-35;-3;19.67;2
46;0.14;-1.19;-0.07;4;-35;-2;19.61;2
47;0.00;-1.36;-0.07;0;-40;-2;19.61;2
48;0.07;-1.02;-0.07;2;-30;-2;19.74;2
49;0.14;-1.22;-0.07;4;-36;-2;19.47;2
50;0.10;-0.98;-0.14;3;-29;-4;19.54;2
51;0.14;-1.08;0.00;4;-32;0;19.54;2
52;0.10;-1.12;-0.07;3;-33;-2;19.41;2
53;-0.03;-1.19;-0.20;-1;-35;-6;19.47;2
54;0.20;-1.29;-0.07;6;-38;-2;19.61;2
55;-0.10;-1.15;-0.10;-3;-34;-3;19.61;2
56;0.00;-1.08;-0.10;0;-32;-3;19.47;2
57;0.20;-1.25;-0.20;6;-37;-6;19.47;2
58;0.14;-1.25;-0.07;4;-37;-2;19.61;2
59;0.03;-1.22;-0.17;1;-36;-5;19.67;2
60;0.14;-1.12;-0.07;4;-33;-2;19.54;2
61;0.07;-1.05;-0.07;2;-31;-2;19.74;2
62;0.03;-1.19;-0.10;1;-35;-3;19.47;2
63;0.17;-1.08;-0.10;5;-32;-3;19.47;2
64;0.10;-1.12;-0.03;3;-33;-1;19.47;2
65;-0.03;-1.05;-0.17;-1;-31;-5;19.34;2
66;0.00;-1.15;-0.14;0;-34;-4;19.61;2
67;0.17;-1.22;-0.10;5;-36;-3;19.61;2
68;0.03;-1.08;-0.07;1;-32;-2;19.34;2
69;0.07;-1.08;-0.10;2;-32;-3;19.47;2
70;0.10;-1.12;-0.17;3;-33;-5;19.41;2
71;0.17;-1.12;-0.14;5;-33;-4;19.74;2
72;0.14;-1.19;-0.03;4;-35;-1;19.41;2
73;0.00;-1.12;-0.17;0;-33;-5;19.41;2
74;-0.10;-1.02;-0.07;-3;-30;-2;19.74;2
75;0.00;-1.08;-0.10;0;-32;-3;19.41;2
76;0.14;-1.05;-0.14;4;-31;-4;19.67;2
77;-0.07;-1.15;-0.07;-2;-34;-2;19.34;2
78;-0.07;-1.22;-0.14;-2;-36;-4;19.47;2
