Date;30.10.2025
Time;17.08.50
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-0.61;-10.98;-0.24;-18;-324;-7;19.47;2
2;-0.71;-10.95;-0.24;-21;-323;-7;19.47;2
3;-0.71;-10.98;-0.20;-21;-324;-6;19.61;2
4;-0.71;-10.92;-0.24;-21;-322;-7;19.61;2
5;-0.85;-11.05;-0.34;-25;-326;-10;19.41;2
6;-0.54;-11.02;-0.24;-16;-325;-7;19.61;2
7;-0.71;-10.75;-0.17;-21;-317;-5;19.67;2
8;-0.61;-10.88;-0.24;-18;-321;-7;19.34;2
9;-0.68;-10.88;-0.31;-20;-321;-9;19.41;2
10;-0.61;-10.88;-0.17;-18;-321;-5;19.54;2
11;-0.64;-10.95;-0.24;-19;-323;-7;19.61;2
12;-0.68;-10.92;-0.24;-20;-322;-7;19.47;2
13;-0.75;-10.95;-0.10;-22;-323;-3;19.47;2
14;-0.64;-10.92;-0.34;-19;-322;-10;19.21;2
15;-0.71;-10.88;-0.24;-21;-321;-7;19.61;2
16;-0.61;-10.88;-0.20;-18;-321;-6;19.54;2
17;-0.68;-10.92;-0.24;-20;-322;-7;19.61;2
18;-0.61;-11.02;-0.27;-18;-325;-8;19.21;2
19;-0.61;-10.98;-0.27;-18;-324;-8;19.41;2
20;-0.75;-10.88;-0.34;-22;-321;-10;19.61;2
21;-0.68;-10.95;-0.24;-20;-323;-7;19.54;2
22;-0.58;-10.92;-0.27;-17;-322;-8;19.61;2
23;-0.61;-10.98;-0.20;-18;-324;-6;19.14;2
24;-0.61;-10.85;-0.27;-18;-320;-8;19.67;2
25;-0.68;-10.92;-0.20;-20;-322;-6;19.74;2
26;-0.71;-10.81;-0.27;-21;-319;-8;19.54;2
27;-0.68;-10.95;-0.27;-20;-323;-8;19.61;2
28;-0.68;-11.08;-0.20;-20;-327;-6;19.67;2
29;-0.78;-10.71;-0.24;-23;-316;-7;19.67;2
30;-0.68;-10.81;-0.20;-20;-319;-6;19.34;2
31;-0.64;-11.02;-0.31;-19;-325;-9;19.74;2
32;-0.58;-10.98;-0.17;-17;-324;-5;19.47;2
33;-0.78;-10.98;-0.27;-23;-324;-8;19.47;2
34;-0.68;-10.95;-0.20;-20;-323;-6;19.28;2
35;-0.71;-10.88;-0.20;-21;-321;-6;19.28;2
36;-0.61;-10.88;-0.17;-18;-321;-5;19.54;2
37;-0.51;-10.95;-0.27;-15;-323;-8;19.67;2
38;-0.75;-10.85;-0.24;-22;-320;-7;19.54;2
39;-0.61;-10.85;-0.20;-18;-320;-6;19.74;2
40;-0.78;-10.98;-0.27;-23;-324;-8;19.41;2
41;-0.68;-10.92;-0.17;-20;-322;-5;19.54;2
42;-0.71;-11.02;-0.24;-21;-325;-7;19.54;2
43;-0.75;-10.92;-0.20;-22;-322;-6;19.47;2
44;-0.75;-10.98;-0.34;-22;-324;-10;19.47;2
45;-0.71;-11.15;-0.27;-21;-329;-8;19.61;2
46;-0.85;-10.98;-0.17;-25;-324;-5;19.47;2
47;-0.71;-11.05;-0.20;-21;-326;-6;19.47;2
48;-0.64;-10.88;-0.34;-19;-321;-10;19.54;2
49;-0.64;-11.02;-0.27;-19;-325;-8;19.61;2
50;-0.75;-10.98;-0.20;-22;-324;-6;19.61;2
51;-0.68;-10.95;-0.20;-20;-323;-6;19.47;2
52;-0.78;-10.95;-0.27;-23;-323;-8;19.54;2
53;-0.75;-10.92;-0.20;-22;-322;-6;19.61;2
54;-0.71;-10.88;-0.27;-21;-321;-8;19.54;2
55;-0.64;-11.08;-0.31;-19;-327;-9;19.47;2
56;-0.68;-10.92;-0.24;-20;-322;-7;19.67;2
57;-0.78;-10.78;-0.31;-23;-318;-9;19.41;2
58;-0.61;-10.75;-0.20;-18;-317;-6;19.54;2
59;-0.58;-10.98;-0.27;-17;-324;-8;19.54;2
60;-0.71;-10.95;-0.24;-21;-323;-7;19.34;2
61;-0.71;-10.78;-0.24;-21;-318;-7;19.47;2
62;-0.75;-10.98;-0.20;-22;-324;-6;19.47;2
63;-0.68;-11.02;-0.20;-20;-325;-6;19.41;2
64;-0.64;-11.02;-0.20;-19;-325;-6;19.61;2
65;-0.68;-10.92;-0.17;-20;-322;-5;19.54;2
66;-0.71;-10.88;-0.17;-21;-321;-5;19.67;2
67;-0.68;-10.98;-0.24;-20;-324;-7;19.67;2
68;-0.64;-10.92;-0.20;-19;-322;-6;19.28;2
69;-0.71;-11.08;-0.24;-21;-327;-7;19.61;2
70;-0.68;-10.95;-0.24;-20;-323;-7;19.61;2
71;-0.64;-10.85;-0.17;-19;-320;-5;19.61;2
72;-0.64;-10.81;-0.20;-19;-319;-6;19.21;2
73;-0.78;-10.95;-0.20;-23;-323;-6;19.47;2
74;-0.71;-10.88;-0.17;-21;-321;-5;19.47;2
75;-0.78;-11.15;-0.20;-23;-329;-6;19.54;2
76;-0.58;-10.88;-0.27;-17;-321;-8;19.67;2
77;-0.71;-10.98;-0.20;-21;-324;-6;19.47;2
78;-0.71;-10.98;-0.24;-21;-324;-7;19.41;2
79;-0.68;-10.92;-0.31;-20;-322;-9;19.61;2
80;-0.61;-10.85;-0.20;-18;-320;-6;19.54;2
81;-0.71;-11.02;-0.24;-21;-325;-7;19.54;2
82;-0.75;-11.02;-0.27;-22;-325;-8;19.61;2
83;-0.75;-10.95;-0.27;-22;-323;-8;19.54;2
84;-0.71;-10.88;-0.24;-21;-321;-7;19.47;2
85;-0.47;-11.02;-0.27;-14;-325;-8;19.47;2
86;-0.58;-10.75;-0.20;-17;-317;-6;19.47;2
87;-0.68;-10.95;-0.20;-20;-323;-6;19.74;2
88;-0.54;-10.88;-0.20;-16;-321;-6;19.87;2
89;-0.78;-10.92;-0.14;-23;-322;-4;19.61;2
90;-0.71;-10.88;-0.20;-21;-321;-6;19.54;2
91;-0.64;-10.81;-0.20;-19;-319;-6;19.54;2
92;-0.64;-10.85;-0.20;-19;-320;-6;19.61;2
93;-0.75;-11.05;-0.20;-22;-326;-6;19.47;2
94;-0.78;-11.08;-0.24;-23;-327;-7;19.47;2
95;-0.75;-11.02;-0.24;-22;-325;-7;19.61;2
96;-0.58;-10.85;-0.20;-17;-320;-6;19.54;2
97;-0.54;-11.08;-0.27;-16;-327;-8;19.61;2
98;-0.64;-10.95;-0.20;-19;-323;-6;19.61;2
99;-0.68;-10.88;-0.24;-20;-321;-7;19.28;2
100;-0.75;-10.92;-0.20;-22;-322;-6;19.54;2
101;-0.61;-11.02;-0.27;-18;-325;-8;19.61;2
102;-0.64;-10.98;-0.20;-19;-324;-6;19.41;2
103;-0.88;-10.95;-0.31;-26;-323;-9;19.14;2
104;-0.78;-10.75;-0.17;-23;-317;-5;19.67;2
105;-0.61;-10.92;-0.31;-18;-322;-9;19.61;2
106;-0.75;-11.08;-0.27;-22;-327;-8;19.47;2
107;-0.71;-10.85;-0.24;-21;-320;-7;19.54;2
108;-0.64;-11.05;-0.14;-19;-326;-4;19.61;2
109;-0.75;-10.81;-0.24;-22;-319;-7;19.54;2
110;-0.68;-10.95;-0.34;-20;-323;-10;19.61;2
111;-0.78;-10.98;-0.37;-23;-324;-11;19.74;2
112;-0.71;-11.02;-0.17;-21;-325;-5;19.41;2
113;-0.78;-10.88;-0.20;-23;-321;-6;19.67;2
114;-0.78;-10.88;-0.24;-23;-321;-7;19.47;2
115;-0.54;-11.02;-0.20;-16;-325;-6;19.54;2
116;-0.78;-10.92;-0.20;-23;-322;-6;19.61;2
117;-0.71;-10.95;-0.24;-21;-323;-7;19.80;2
118;-0.71;-10.88;-0.27;-21;-321;-8;19.67;2
119;-0.75;-10.95;-0.27;-22;-323;-8;19.54;2
120;-0.58;-11.08;-0.24;-17;-327;-7;19.54;2
121;-0.75;-10.95;-0.20;-22;-323;-6;19.67;2
122;-0.64;-10.95;-0.20;-19;-323;-6;19.74;2
123;-0.68;-11.05;-0.14;-20;-326;-4;19.54;2
124;-0.64;-10.92;-0.17;-19;-322;-5;19.47;2
125;-0.75;-10.95;-0.24;-22;-323;-7;19.54;2
126;-0.68;-10.95;-0.24;-20;-323;-7;19.67;2
127;-0.68;-10.78;-0.34;-20;-318;-10;19.67;2
128;-0.71;-10.95;-0.24;-21;-323;-7;19.54;2
129;-0.75;-11.05;-0.24;-22;-326;-7;19.47;2
130;-0.68;-10.92;-0.24;-20;-322;-7;19.47;2
131;-0.64;-10.81;-0.20;-19;-319;-6;19.74;2
132;-0.54;-10.98;-0.24;-16;-324;-7;19.80;2
133;-0.64;-10.95;-0.27;-19;-323;-8;19.61;2
134;-0.71;-10.85;-0.20;-21;-320;-6;19.34;2
135;-0.75;-11.05;-0.24;-22;-326;-7;19.74;2
136;-0.88;-10.88;-0.24;-26;-321;-7;19.54;2
137;-0.71;-11.02;-0.17;-21;-325;-5;19.61;2
138;-0.78;-10.92;-0.20;-23;-322;-6;19.67;2
139;-0.58;-10.95;-0.27;-17;-323;-8;19.47;2
140;-0.64;-11.08;-0.24;-19;-327;-7;19.28;2
141;-0.75;-10.85;-0.20;-22;-320;-6;20.00;2
142;-0.81;-10.98;-0.24;-24;-324;-7;19.61;2
143;-0.64;-10.92;-0.24;-19;-322;-7;19.67;2
144;-0.75;-10.98;-0.31;-22;-324;-9;19.54;2
145;-0.68;-10.88;-0.24;-20;-321;-7;19.34;2
146;-0.71;-10.95;-0.17;-21;-323;-5;19.47;2
147;-0.75;-11.05;-0.27;-22;-326;-8;19.61;2
148;-0.58;-10.88;-0.24;-17;-321;-7;19.54;2
149;-0.64;-10.92;-0.10;-19;-322;-3;19.74;2
150;-0.51;-10.98;-0.20;-15;-324;-6;19.61;2
