Date;30.10.2025
Time;17.09.42
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-0.20;-5.59;-0.20;-6;-165;-6;19.47;2
2;-0.20;-5.46;-0.20;-6;-161;-6;19.61;2
3;-0.10;-5.36;-0.27;-3;-158;-8;19.47;2
4;-0.24;-5.56;-0.24;-7;-164;-7;19.61;2
5;-0.20;-5.46;-0.17;-6;-161;-5;19.54;2
6;-0.24;-5.53;-0.17;-7;-163;-5;19.14;2
7;-0.24;-5.49;-0.10;-7;-162;-3;19.74;2
8;-0.34;-5.42;-0.20;-10;-160;-6;19.61;2
9;-0.37;-5.49;-0.27;-11;-162;-8;19.61;2
10;-0.20;-5.46;-0.17;-6;-161;-5;19.54;2
11;-0.10;-5.56;-0.17;-3;-164;-5;19.47;2
12;-0.24;-5.46;-0.24;-7;-161;-7;19.67;2
13;-0.14;-5.39;-0.24;-4;-159;-7;19.74;2
14;-0.24;-5.56;-0.20;-7;-164;-6;19.41;2
15;-0.24;-5.42;-0.20;-7;-160;-6;19.47;2
16;-0.24;-5.56;-0.14;-7;-164;-4;19.47;2
17;-0.20;-5.36;-0.14;-6;-158;-4;19.54;2
18;-0.14;-5.42;-0.20;-4;-160;-6;19.74;2
19;-0.17;-5.46;-0.10;-5;-161;-3;19.54;2
20;-0.10;-5.42;-0.10;-3;-160;-3;19.61;2
21;-0.17;-5.53;-0.20;-5;-163;-6;19.41;2
22;-0.07;-5.49;-0.10;-2;-162;-3;19.41;2
23;-0.24;-5.39;-0.17;-7;-159;-5;19.67;2
24;-0.17;-5.36;-0.20;-5;-158;-6;19.34;2
25;-0.24;-5.46;-0.24;-7;-161;-7;19.54;2
26;-0.07;-5.49;-0.10;-2;-162;-3;19.54;2
27;-0.20;-5.53;-0.20;-6;-163;-6;19.41;2
28;-0.10;-5.49;-0.17;-3;-162;-5;19.41;2
29;-0.24;-5.39;-0.24;-7;-159;-7;19.41;2
30;-0.07;-5.42;-0.10;-2;-160;-3;19.14;2
31;-0.34;-5.46;-0.27;-10;-161;-8;19.74;2
32;-0.07;-5.56;-0.17;-2;-164;-5;19.41;2
33;-0.17;-5.42;-0.14;-5;-160;-4;19.28;2
34;-0.17;-5.56;-0.20;-5;-164;-6;19.34;2
35;-0.17;-5.42;-0.24;-5;-160;-7;19.47;2
36;-0.07;-5.42;-0.27;-2;-160;-8;19.54;2
37;-0.10;-5.36;-0.27;-3;-158;-8;19.47;2
38;-0.07;-5.46;-0.17;-2;-161;-5;19.61;2
39;-0.14;-5.49;-0.17;-4;-162;-5;19.80;2
40;-0.37;-5.49;-0.14;-11;-162;-4;19.34;2
41;-0.34;-5.59;-0.17;-10;-165;-5;19.54;2
42;-0.17;-5.39;-0.20;-5;-159;-6;19.74;2
43;-0.20;-5.53;-0.20;-6;-163;-6;19.61;2
44;-0.14;-5.46;-0.20;-4;-161;-6;19.47;2
45;-0.17;-5.56;-0.10;-5;-164;-3;19.61;2
46;-0.10;-5.42;-0.20;-3;-160;-6;19.54;2
47;-0.10;-5.39;-0.14;-3;-159;-4;19.61;2
48;-0.27;-5.36;-0.14;-8;-158;-4;19.61;2
49;-0.14;-5.59;-0.20;-4;-165;-6;19.54;2
50;-0.20;-5.49;-0.24;-6;-162;-7;19.61;2
51;-0.10;-5.49;-0.20;-3;-162;-6;19.41;2
52;-0.20;-5.49;-0.17;-6;-162;-5;19.34;2
53;-0.14;-5.46;-0.17;-4;-161;-5;19.54;2
54;-0.24;-5.46;-0.17;-7;-161;-5;19.54;2
55;-0.17;-5.53;-0.14;-5;-163;-4;19.54;2
56;-0.07;-5.49;-0.14;-2;-162;-4;19.28;2
57;-0.24;-5.56;-0.24;-7;-164;-7;19.54;2
58;-0.14;-5.42;-0.24;-4;-160;-7;19.67;2
59;-0.14;-5.46;-0.14;-4;-161;-4;19.61;2
60;-0.14;-5.42;-0.10;-4;-160;-3;19.47;2
