Date;30.10.2025
Time;17.05.46
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-3.42;-26.10;0.17;-101;-770;5;19.54;2
2;-3.49;-26.10;0.20;-103;-770;6;19.74;2
3;-3.49;-26.14;0.20;-103;-771;6;19.87;2
4;-3.49;-26.20;0.17;-103;-773;5;19.80;2
5;-3.46;-26.07;0.17;-102;-769;5;19.61;2
6;-3.46;-26.03;0.17;-102;-768;5;19.87;2
7;-3.42;-26.03;0.10;-101;-768;3;19.80;2
8;-3.53;-26.10;0.24;-104;-770;7;19.93;2
9;-3.49;-25.97;0.03;-103;-766;1;19.74;2
10;-3.46;-26.10;0.20;-102;-770;6;19.93;2
11;-3.56;-26.03;0.24;-105;-768;7;19.87;2
12;-3.56;-25.97;0.17;-105;-766;5;20.00;2
13;-3.66;-26.17;0.24;-108;-772;7;19.67;2
14;-3.42;-26.07;0.17;-101;-769;5;19.67;2
15;-3.53;-26.00;0.17;-104;-767;5;19.80;2
16;-3.49;-26.17;0.17;-103;-772;5;19.47;2
17;-3.53;-26.07;0.07;-104;-769;2;19.80;2
18;-3.59;-26.03;0.20;-106;-768;6;19.93;2
19;-3.59;-26.10;0.14;-106;-770;4;19.74;2
20;-3.49;-26.14;0.20;-103;-771;6;19.80;2
21;-3.56;-26.14;0.10;-105;-771;3;19.61;2
22;-3.49;-26.03;0.14;-103;-768;4;19.80;2
23;-3.69;-26.17;0.14;-109;-772;4;19.87;2
24;-3.59;-26.17;0.17;-106;-772;5;19.87;2
25;-3.63;-26.03;0.17;-107;-768;5;20.07;2
26;-3.53;-26.14;0.14;-104;-771;4;19.67;2
27;-3.66;-26.10;0.14;-108;-770;4;19.54;2
28;-3.36;-26.10;0.14;-99;-770;4;19.41;2
29;-3.53;-26.14;0.17;-104;-771;5;19.61;2
30;-3.56;-26.10;0.14;-105;-770;4;19.67;2
31;-3.49;-26.17;0.17;-103;-772;5;19.80;2
32;-3.49;-26.14;0.14;-103;-771;4;19.74;2
33;-3.53;-26.03;0.17;-104;-768;5;19.67;2
34;-3.53;-26.07;0.24;-104;-769;7;19.87;2
35;-3.46;-25.97;0.14;-102;-766;4;20.00;2
36;-3.49;-26.10;0.14;-103;-770;4;20.00;2
37;-3.46;-26.10;0.20;-102;-770;6;19.67;2
38;-3.42;-26.20;0.14;-101;-773;4;19.80;2
39;-3.49;-26.14;0.17;-103;-771;5;19.41;2
40;-3.53;-26.03;0.17;-104;-768;5;19.61;2
41;-3.53;-26.00;0.14;-104;-767;4;19.87;2
42;-3.53;-26.07;0.20;-104;-769;6;19.74;2
43;-3.66;-26.03;0.14;-108;-768;4;20.07;2
44;-3.46;-26.03;0.20;-102;-768;6;19.87;2
45;-3.59;-26.17;0.03;-106;-772;1;19.61;2
46;-3.39;-26.14;0.17;-100;-771;5;20.07;2
47;-3.66;-26.14;0.17;-108;-771;5;19.87;2
48;-3.63;-26.07;0.17;-107;-769;5;19.74;2
49;-3.59;-26.17;0.20;-106;-772;6;19.74;2
50;-3.53;-26.00;0.17;-104;-767;5;19.93;2
51;-3.46;-26.14;0.27;-102;-771;8;19.80;2
52;-3.49;-26.14;0.20;-103;-771;6;19.80;2
53;-3.59;-26.07;0.20;-106;-769;6;19.74;2
54;-3.59;-26.07;0.20;-106;-769;6;19.80;2
55;-3.42;-26.20;0.17;-101;-773;5;19.54;2
56;-3.59;-26.03;0.24;-106;-768;7;19.93;2
57;-3.63;-26.03;0.14;-107;-768;4;19.87;2
58;-3.56;-26.10;0.10;-105;-770;3;19.87;2
59;-3.36;-26.17;0.27;-99;-772;8;19.80;2
60;-3.49;-26.07;0.17;-103;-769;5;19.93;2
61;-3.59;-26.14;0.20;-106;-771;6;19.80;2
62;-3.46;-26.27;0.24;-102;-775;7;19.67;2
63;-3.42;-26.00;0.27;-101;-767;8;19.61;2
64;-3.59;-25.97;0.17;-106;-766;5;19.61;2
65;-3.59;-26.03;0.20;-106;-768;6;19.87;2
66;-3.42;-26.10;0.20;-101;-770;6;19.80;2
67;-3.56;-26.03;0.17;-105;-768;5;19.74;2
68;-3.66;-26.31;0.17;-108;-776;5;19.61;2
69;-3.49;-26.03;0.20;-103;-768;6;19.61;2
70;-3.36;-26.27;0.17;-99;-775;5;19.80;2
71;-3.59;-26.10;0.14;-106;-770;4;19.87;2
72;-3.49;-26.10;0.17;-103;-770;5;19.61;2
73;-3.59;-26.17;0.27;-106;-772;8;19.80;2
74;-3.46;-26.07;0.17;-102;-769;5;19.80;2
75;-3.29;-26.17;0.20;-97;-772;6;19.74;2
76;-3.49;-26.03;0.17;-103;-768;5;19.61;2
77;-3.49;-26.14;0.20;-103;-771;6;19.54;2
78;-3.46;-26.20;0.17;-102;-773;5;19.74;2
79;-3.56;-26.14;0.17;-105;-771;5;19.80;2
80;-3.49;-26.07;0.14;-103;-769;4;19.74;2
81;-3.53;-26.10;0.17;-104;-770;5;19.74;2
82;-3.59;-26.20;0.17;-106;-773;5;20.00;2
