Date;30.10.2025
Time;17.15.20
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;0.10;-0.44;-0.07;3;-13;-2;19.93;2
2;0.07;-0.51;0.00;2;-15;0;19.34;2
3;0.31;-0.37;-0.07;9;-11;-2;19.54;2
4;0.07;-0.54;-0.07;2;-16;-2;19.47;2
5;0.17;-0.68;-0.07;5;-20;-2;19.61;2
6;0.07;-0.68;-0.07;2;-20;-2;19.41;2
7;0.03;-0.44;-0.14;1;-13;-4;19.54;2
8;0.03;-0.68;-0.10;1;-20;-3;19.54;2
9;0.03;-0.64;0.00;1;-19;0;19.74;2
10;0.10;-0.54;-0.07;3;-16;-2;19.74;2
11;0.07;-0.47;0.00;2;-14;0;19.47;2
12;0.10;-0.54;-0.10;3;-16;-3;19.61;2
13;0.10;-0.61;-0.14;3;-18;-4;19.34;2
14;-0.03;-0.47;-0.07;-1;-14;-2;19.61;2
15;0.00;-0.51;-0.07;0;-15;-2;19.34;2
16;0.03;-0.47;-0.07;1;-14;-2;19.61;2
17;0.10;-0.51;-0.14;3;-15;-4;19.74;2
18;0.27;-0.54;-0.07;8;-16;-2;19.74;2
19;0.14;-0.51;-0.17;4;-15;-5;19.54;2
20;0.14;-0.51;-0.14;4;-15;-4;19.61;2
21;0.10;-0.68;-0.07;3;-20;-2;19.61;2
22;0.07;-0.54;-0.03;2;-16;-1;19.41;2
23;0.00;-0.58;-0.17;0;-17;-5;19.74;2
24;0.20;-0.64;-0.03;6;-19;-1;19.61;2
25;0.00;-0.37;-0.17;0;-11;-5;19.80;2
26;0.20;-0.54;-0.10;6;-16;-3;19.74;2
27;0.17;-0.37;0.03;5;-11;1;19.61;2
28;0.14;-0.37;-0.10;4;-11;-3;19.67;2
29;0.03;-0.61;-0.07;1;-18;-2;19.47;2
30;0.03;-0.58;-0.10;1;-17;-3;19.47;2
31;0.17;-0.58;-0.07;5;-17;-2;19.47;2
32;0.07;-0.47;0.00;2;-14;0;19.54;2
33;0.03;-0.47;-0.14;1;-14;-4;19.54;2
34;0.03;-0.58;-0.07;1;-17;-2;19.54;2
35;0.07;-0.51;-0.10;2;-15;-3;19.47;2
36;0.00;-0.54;-0.03;0;-16;-1;19.61;2
37;0.07;-0.61;0.00;2;-18;0;19.47;2
38;0.10;-0.71;-0.03;3;-21;-1;19.54;2
39;0.17;-0.54;0.00;5;-16;0;19.87;2
40;0.07;-0.44;-0.03;2;-13;-1;19.61;2
41;0.03;-0.54;-0.14;1;-16;-4;19.54;2
42;0.14;-0.64;-0.10;4;-19;-3;19.34;2
43;0.03;-0.51;-0.14;1;-15;-4;19.61;2
44;0.20;-0.54;-0.07;6;-16;-2;19.67;2
45;0.17;-0.54;0.03;5;-16;1;19.54;2
46;0.17;-0.54;-0.03;5;-16;-1;19.47;2
47;-0.07;-0.51;0.00;-2;-15;0;19.61;2
48;0.14;-0.47;-0.03;4;-14;-1;19.41;2
49;0.00;-0.58;-0.03;0;-17;-1;19.54;2
50;0.07;-0.51;0.00;2;-15;0;19.61;2
51;-0.03;-0.51;-0.03;-1;-15;-1;19.61;2
52;0.00;-0.58;-0.10;0;-17;-3;19.74;2
53;0.10;-0.58;-0.14;3;-17;-4;19.54;2
54;0.07;-0.54;-0.07;2;-16;-2;19.67;2
55;0.07;-0.51;-0.10;2;-15;-3;19.67;2
56;0.10;-0.51;-0.14;3;-15;-4;19.34;2
57;0.03;-0.54;-0.17;1;-16;-5;19.67;2
58;-0.07;-0.61;-0.10;-2;-18;-3;19.61;2
59;0.03;-0.58;-0.10;1;-17;-3;19.41;2
60;0.14;-0.58;-0.07;4;-17;-2;19.47;2
61;0.07;-0.54;-0.10;2;-16;-3;19.67;2
62;0.03;-0.58;-0.14;1;-17;-4;19.47;2
63;0.10;-0.58;-0.07;3;-17;-2;19.61;2
64;0.14;-0.41;-0.07;4;-12;-2;19.61;2
65;0.14;-0.51;-0.03;4;-15;-1;19.41;2
