Date;30.10.2025
Time;17.08.04
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-1.19;-13.32;-0.17;-35;-393;-5;19.47;2
2;-1.25;-13.29;-0.14;-37;-392;-4;19.74;2
3;-1.29;-13.25;-0.20;-38;-391;-6;19.61;2
4;-1.42;-13.25;-0.17;-42;-391;-5;19.54;2
5;-1.25;-13.32;-0.14;-37;-393;-4;19.67;2
6;-1.22;-13.25;-0.14;-36;-391;-4;19.47;2
7;-1.32;-13.05;-0.17;-39;-385;-5;19.61;2
8;-1.25;-13.36;-0.17;-37;-394;-5;19.67;2
9;-1.29;-13.39;-0.24;-38;-395;-7;19.61;2
10;-1.32;-13.46;-0.07;-39;-397;-2;19.74;2
11;-1.29;-13.36;-0.17;-38;-394;-5;19.74;2
12;-1.32;-13.29;-0.07;-39;-392;-2;19.74;2
13;-1.25;-13.29;-0.20;-37;-392;-6;19.54;2
14;-1.29;-13.29;-0.20;-38;-392;-6;19.87;2
15;-1.25;-13.32;-0.17;-37;-393;-5;19.67;2
16;-1.25;-13.25;-0.14;-37;-391;-4;19.67;2
17;-1.39;-13.39;-0.14;-41;-395;-4;19.54;2
18;-1.25;-13.29;-0.27;-37;-392;-8;19.54;2
19;-1.32;-13.46;-0.17;-39;-397;-5;19.47;2
20;-1.29;-13.49;-0.17;-38;-398;-5;19.93;2
21;-1.25;-13.32;-0.07;-37;-393;-2;19.54;2
22;-1.22;-13.25;-0.14;-36;-391;-4;19.61;2
23;-1.22;-13.22;-0.10;-36;-390;-3;19.74;2
24;-1.29;-13.36;-0.20;-38;-394;-6;19.80;2
25;-1.32;-13.32;-0.17;-39;-393;-5;19.74;2
26;-1.32;-13.39;-0.20;-39;-395;-6;19.74;2
27;-1.32;-13.29;-0.20;-39;-392;-6;19.61;2
28;-1.29;-13.39;-0.14;-38;-395;-4;19.41;2
29;-1.25;-13.32;-0.17;-37;-393;-5;19.67;2
30;-1.22;-13.39;-0.20;-36;-395;-6;19.54;2
31;-1.39;-13.36;-0.17;-41;-394;-5;19.61;2
32;-1.29;-13.32;-0.24;-38;-393;-7;19.80;2
33;-1.25;-13.29;-0.14;-37;-392;-4;19.74;2
34;-1.25;-13.22;-0.17;-37;-390;-5;19.87;2
35;-1.29;-13.32;-0.14;-38;-393;-4;19.67;2
36;-1.32;-13.39;-0.17;-39;-395;-5;19.74;2
37;-1.22;-13.25;-0.10;-36;-391;-3;19.61;2
38;-1.22;-13.25;-0.20;-36;-391;-6;19.87;2
39;-1.36;-13.39;-0.24;-40;-395;-7;19.61;2
40;-1.29;-13.39;-0.10;-38;-395;-3;19.61;2
41;-1.25;-13.49;-0.24;-37;-398;-7;19.54;2
42;-1.42;-13.25;-0.17;-42;-391;-5;19.80;2
43;-1.25;-13.42;-0.17;-37;-396;-5;19.67;2
44;-1.25;-13.22;-0.20;-37;-390;-6;19.74;2
45;-1.29;-13.22;-0.17;-38;-390;-5;19.67;2
46;-1.25;-13.29;-0.10;-37;-392;-3;19.54;2
47;-1.22;-13.32;-0.20;-36;-393;-6;19.67;2
48;-1.25;-13.32;-0.10;-37;-393;-3;19.74;2
49;-1.29;-13.25;-0.17;-38;-391;-5;20.00;2
50;-1.42;-13.32;-0.20;-42;-393;-6;19.93;2
51;-1.39;-13.39;-0.10;-41;-395;-3;19.67;2
52;-1.29;-13.32;-0.24;-38;-393;-7;19.61;2
53;-1.25;-13.39;-0.14;-37;-395;-4;19.80;2
54;-1.36;-13.32;-0.14;-40;-393;-4;19.61;2
55;-1.32;-13.39;-0.20;-39;-395;-6;19.87;2
56;-1.29;-13.29;-0.17;-38;-392;-5;19.47;2
