Date;30.10.2025
Time;17.15.55
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;0.00;-0.34;-0.03;0;-10;-1;19.61;2
2;0.00;-0.34;-0.14;0;-10;-4;19.74;2
3;0.03;-0.27;0.03;1;-8;1;19.67;2
4;0.03;-0.47;-0.10;1;-14;-3;19.67;2
5;0.24;-0.31;-0.03;7;-9;-1;19.54;2
6;0.14;-0.47;-0.03;4;-14;-1;19.80;2
7;0.10;-0.34;0.00;3;-10;0;19.74;2
8;0.03;-0.37;-0.07;1;-11;-2;19.80;2
9;-0.03;-0.47;-0.10;-1;-14;-3;19.74;2
10;0.00;-0.34;-0.17;0;-10;-5;19.61;2
11;0.20;-0.37;-0.10;6;-11;-3;19.47;2
12;0.14;-0.37;-0.10;4;-11;-3;19.74;2
13;0.14;-0.44;0.00;4;-13;0;19.80;2
14;0.00;-0.41;-0.03;0;-12;-1;19.74;2
15;0.10;-0.41;-0.07;3;-12;-2;19.74;2
16;0.14;-0.44;-0.03;4;-13;-1;19.34;2
17;0.03;-0.44;-0.10;1;-13;-3;19.61;2
18;0.20;-0.47;-0.07;6;-14;-2;19.54;2
19;0.17;-0.34;-0.10;5;-10;-3;19.61;2
20;0.07;-0.41;-0.10;2;-12;-3;19.87;2
21;0.07;-0.44;0.00;2;-13;0;19.74;2
22;0.20;-0.41;-0.07;6;-12;-2;19.80;2
23;0.20;-0.27;-0.10;6;-8;-3;19.34;2
24;0.14;-0.41;-0.07;4;-12;-2;19.87;2
25;0.17;-0.37;-0.03;5;-11;-1;19.54;2
26;-0.03;-0.37;-0.07;-1;-11;-2;19.87;2
27;0.07;-0.31;-0.10;2;-9;-3;19.67;2
28;0.14;-0.34;-0.10;4;-10;-3;19.47;2
29;0.20;-0.34;-0.07;6;-10;-2;19.54;2
30;0.14;-0.44;-0.03;4;-13;-1;19.54;2
31;0.24;-0.47;-0.10;7;-14;-3;19.54;2
32;0.10;-0.37;-0.17;3;-11;-5;19.47;2
33;0.03;-0.34;-0.07;1;-10;-2;19.41;2
34;0.24;-0.54;0.00;7;-16;0;19.67;2
35;0.17;-0.34;-0.07;5;-10;-2;19.54;2
36;0.10;-0.41;-0.07;3;-12;-2;19.67;2
37;0.03;-0.54;-0.10;1;-16;-3;19.67;2
38;0.07;-0.41;-0.10;2;-12;-3;19.67;2
39;0.20;-0.41;-0.14;6;-12;-4;19.61;2
40;0.07;-0.27;-0.10;2;-8;-3;19.74;2
41;0.10;-0.44;-0.07;3;-13;-2;19.61;2
42;0.10;-0.27;-0.14;3;-8;-4;19.74;2
43;0.20;-0.31;-0.10;6;-9;-3;19.67;2
44;0.07;-0.47;-0.07;2;-14;-2;19.74;2
45;0.07;-0.31;-0.07;2;-9;-2;19.61;2
46;0.00;-0.34;-0.10;0;-10;-3;19.61;2
47;0.10;-0.41;-0.14;3;-12;-4;19.80;2
48;0.00;-0.41;-0.07;0;-12;-2;19.61;2
49;0.07;-0.34;-0.10;2;-10;-3;19.41;2
50;0.10;-0.44;-0.10;3;-13;-3;19.67;2
51;0.24;-0.41;-0.10;7;-12;-3;19.54;2
52;0.07;-0.24;-0.07;2;-7;-2;19.54;2
53;0.07;-0.37;-0.07;2;-11;-2;19.74;2
54;0.10;-0.34;-0.07;3;-10;-2;19.47;2
55;0.03;-0.37;-0.03;1;-11;-1;19.74;2
56;0.03;-0.44;0.03;1;-13;1;19.61;2
57;-0.03;-0.34;-0.07;-1;-10;-2;19.47;2
58;0.17;-0.44;-0.07;5;-13;-2;19.61;2
59;0.10;-0.27;-0.03;3;-8;-1;19.41;2
60;-0.07;-0.37;-0.07;-2;-11;-2;19.61;2
61;0.17;-0.34;-0.07;5;-10;-2;19.41;2
62;0.17;-0.37;-0.03;5;-11;-1;19.54;2
63;0.17;-0.24;-0.10;5;-7;-3;19.67;2
64;0.00;-0.44;-0.14;0;-13;-4;19.54;2
65;0.14;-0.37;-0.07;4;-11;-2;19.80;2
66;0.10;-0.41;-0.03;3;-12;-1;19.41;2
67;0.03;-0.51;-0.14;1;-15;-4;19.74;2
68;0.10;-0.44;-0.07;3;-13;-2;19.61;2
69;0.17;-0.27;-0.07;5;-8;-2;19.41;2
70;0.03;-0.37;-0.03;1;-11;-1;19.61;2
71;0.10;-0.37;-0.10;3;-11;-3;19.61;2
72;0.14;-0.27;-0.07;4;-8;-2;19.67;2
73;0.00;-0.41;-0.10;0;-12;-3;19.74;2
74;0.00;-0.44;-0.10;0;-13;-3;19.54;2
75;0.07;-0.31;-0.07;2;-9;-2;19.54;2
76;0.20;-0.41;-0.03;6;-12;-1;19.54;2
77;0.14;-0.34;-0.03;4;-10;-1;19.74;2
78;0.07;-0.41;0.00;2;-12;0;19.47;2
79;0.14;-0.37;-0.10;4;-11;-3;19.54;2
80;0.20;-0.37;0.00;6;-11;0;19.34;2
81;0.07;-0.44;-0.03;2;-13;-1;19.93;2
82;0.07;-0.31;-0.07;2;-9;-2;19.74;2
83;0.14;-0.27;-0.14;4;-8;-4;19.61;2
84;0.17;-0.37;-0.07;5;-11;-2;19.61;2
85;0.10;-0.41;-0.10;3;-12;-3;19.74;2
86;-0.03;-0.34;-0.10;-1;-10;-3;19.54;2
87;0.10;-0.51;-0.07;3;-15;-2;19.67;2
88;0.03;-0.34;-0.07;1;-10;-2;19.54;2
89;0.10;-0.44;-0.07;3;-13;-2;19.74;2
90;0.03;-0.44;-0.10;1;-13;-3;19.61;2
91;0.17;-0.34;-0.14;5;-10;-4;19.67;2
92;0.14;-0.54;-0.07;4;-16;-2;19.47;2
93;-0.07;-0.51;-0.10;-2;-15;-3;19.54;2
94;0.14;-0.34;-0.03;4;-10;-1;19.74;2
95;0.10;-0.51;0.03;3;-15;1;19.34;2
96;0.14;-0.37;-0.07;4;-11;-2;19.87;2
97;0.10;-0.34;-0.07;3;-10;-2;19.67;2
98;0.07;-0.27;-0.07;2;-8;-2;19.54;2
99;0.03;-0.41;-0.03;1;-12;-1;19.61;2
100;0.00;-0.54;-0.14;0;-16;-4;19.67;2
101;0.00;-0.37;-0.07;0;-11;-2;19.74;2
102;0.20;-0.44;0.00;6;-13;0;19.61;2
103;0.10;-0.51;-0.10;3;-15;-3;19.61;2
104;0.10;-0.47;-0.03;3;-14;-1;19.67;2
105;0.10;-0.31;-0.03;3;-9;-1;19.47;2
106;0.17;-0.24;-0.14;5;-7;-4;19.80;2
107;0.14;-0.51;-0.03;4;-15;-1;19.28;2
108;0.03;-0.37;-0.03;1;-11;-1;19.67;2
109;0.07;-0.47;-0.07;2;-14;-2;19.80;2
110;0.14;-0.41;-0.14;4;-12;-4;19.61;2
111;0.14;-0.37;-0.03;4;-11;-1;19.80;2
112;0.10;-0.44;-0.10;3;-13;-3;19.80;2
113;0.07;-0.44;-0.10;2;-13;-3;19.54;2
114;-0.10;-0.64;-0.10;-3;-19;-3;19.67;2
115;0.17;-0.37;-0.17;5;-11;-5;19.67;2
116;0.17;-0.34;-0.07;5;-10;-2;19.80;2
117;0.14;-0.41;-0.17;4;-12;-5;19.54;2
118;0.14;-0.41;-0.07;4;-12;-2;19.67;2
119;0.10;-0.54;-0.07;3;-16;-2;19.47;2
120;0.10;-0.41;-0.07;3;-12;-2;19.67;2
121;0.10;-0.37;-0.07;3;-11;-2;19.74;2
122;0.10;-0.34;-0.07;3;-10;-2;19.80;2
123;0.10;-0.37;-0.07;3;-11;-2;19.47;2
124;0.17;-0.27;-0.17;5;-8;-5;19.80;2
125;0.03;-0.41;0.00;1;-12;0;19.61;2
126;0.03;-0.37;-0.07;1;-11;-2;19.74;2
127;0.10;-0.44;-0.10;3;-13;-3;19.61;2
128;-0.07;-0.44;-0.03;-2;-13;-1;19.74;2
129;0.17;-0.34;-0.07;5;-10;-2;19.93;2
130;0.10;-0.31;-0.10;3;-9;-3;19.74;2
131;0.17;-0.34;-0.10;5;-10;-3;19.61;2
132;0.00;-0.47;-0.14;0;-14;-4;19.67;2
133;0.24;-0.41;-0.03;7;-12;-1;19.61;2
134;0.24;-0.34;-0.14;7;-10;-4;19.54;2
135;0.03;-0.41;-0.07;1;-12;-2;19.67;2
136;0.20;-0.54;-0.07;6;-16;-2;19.80;2
137;0.03;-0.37;-0.03;1;-11;-1;19.74;2
138;0.03;-0.41;-0.03;1;-12;-1;19.54;2
139;0.14;-0.44;-0.03;4;-13;-1;19.80;2
140;0.14;-0.47;-0.20;4;-14;-6;19.74;2
141;-0.07;-0.31;0.00;-2;-9;0;19.67;2
142;0.00;-0.37;-0.07;0;-11;-2;19.67;2
143;0.07;-0.41;-0.10;2;-12;-3;19.67;2
144;0.20;-0.47;-0.07;6;-14;-2;19.54;2
145;-0.03;-0.34;-0.07;-1;-10;-2;19.54;2
146;0.20;-0.44;-0.10;6;-13;-3;19.74;2
147;-0.07;-0.51;-0.10;-2;-15;-3;19.74;2
148;0.14;-0.37;-0.07;4;-11;-2;19.67;2
149;0.17;-0.37;-0.03;5;-11;-1;19.74;2
150;0.14;-0.31;-0.07;4;-9;-2;19.47;2
151;0.14;-0.37;-0.20;4;-11;-6;19.74;2
152;0.07;-0.44;-0.07;2;-13;-2;19.61;2
153;0.00;-0.58;-0.03;0;-17;-1;19.61;2
154;0.17;-0.41;0.00;5;-12;0;20.00;2
155;0.10;-0.34;-0.10;3;-10;-3;19.61;2
156;0.00;-0.44;-0.07;0;-13;-2;19.61;2
157;0.17;-0.37;-0.07;5;-11;-2;19.61;2
158;0.24;-0.44;0.03;7;-13;1;19.67;2
159;0.07;-0.41;-0.07;2;-12;-2;19.61;2
160;0.03;-0.34;-0.10;1;-10;-3;19.61;2
161;0.00;-0.34;-0.07;0;-10;-2;19.54;2
162;-0.03;-0.37;-0.03;-1;-11;-1;19.74;2
163;0.10;-0.34;-0.03;3;-10;-1;19.54;2
164;0.00;-0.24;0.03;0;-7;1;19.80;2
165;-0.03;-0.41;-0.10;-1;-12;-3;19.54;2
166;0.03;-0.44;-0.07;1;-13;-2;19.47;2
167;-0.03;-0.37;-0.07;-1;-11;-2;19.80;2
168;0.14;-0.37;-0.07;4;-11;-2;19.61;2
169;0.14;-0.24;-0.14;4;-7;-4;19.87;2
170;0.03;-0.44;-0.07;1;-13;-2;19.74;2
171;0.03;-0.37;-0.07;1;-11;-2;19.67;2
172;0.10;-0.37;-0.10;3;-11;-3;19.80;2
173;0.03;-0.31;-0.10;1;-9;-3;19.41;2
174;-0.10;-0.41;-0.07;-3;-12;-2;19.41;2
175;0.17;-0.37;-0.14;5;-11;-4;19.74;2
176;0.14;-0.27;-0.14;4;-8;-4;19.93;2
177;0.17;-0.37;0.00;5;-11;0;19.61;2
178;0.03;-0.34;-0.10;1;-10;-3;19.67;2
179;0.07;-0.41;-0.17;2;-12;-5;19.61;2
180;0.10;-0.27;-0.03;3;-8;-1;19.54;2
181;0.14;-0.44;-0.07;4;-13;-2;19.67;2
182;0.00;-0.47;-0.10;0;-14;-3;19.61;2
183;0.17;-0.27;-0.07;5;-8;-2;19.61;2
184;0.03;-0.44;-0.07;1;-13;-2;19.61;2
185;0.14;-0.17;-0.14;4;-5;-4;19.61;2
186;0.00;-0.47;-0.07;0;-14;-2;19.54;2
187;0.17;-0.37;0.00;5;-11;0;20.00;2
188;0.10;-0.44;-0.07;3;-13;-2;19.80;2
189;0.14;-0.27;-0.03;4;-8;-1;19.54;2
190;0.10;-0.37;-0.10;3;-11;-3;19.61;2
191;0.03;-0.44;-0.07;1;-13;-2;19.67;2
192;0.03;-0.41;-0.03;1;-12;-1;19.54;2
193;0.17;-0.44;-0.14;5;-13;-4;19.87;2
194;0.03;-0.27;0.00;1;-8;0;20.00;2
195;0.07;-0.41;-0.10;2;-12;-3;19.67;2
196;0.14;-0.24;-0.07;4;-7;-2;19.74;2
197;-0.03;-0.47;-0.10;-1;-14;-3;19.54;2
198;0.14;-0.41;-0.07;4;-12;-2;19.67;2
199;0.17;-0.41;-0.03;5;-12;-1;19.54;2
200;0.07;-0.37;-0.07;2;-11;-2;19.74;2
201;0.07;-0.34;-0.03;2;-10;-1;19.47;2
202;0.07;-0.44;-0.03;2;-13;-1;19.80;2
203;0.00;-0.54;-0.10;0;-16;-3;19.61;2
204;-0.03;-0.41;-0.14;-1;-12;-4;19.74;2
205;0.10;-0.34;-0.10;3;-10;-3;19.47;2
206;0.10;-0.37;-0.17;3;-11;-5;19.74;2
207;0.20;-0.41;-0.03;6;-12;-1;19.54;2
208;0.00;-0.41;-0.07;0;-12;-2;19.61;2
209;0.07;-0.41;-0.07;2;-12;-2;19.67;2
210;0.10;-0.37;-0.07;3;-11;-2;19.67;2
211;0.14;-0.47;-0.07;4;-14;-2;19.61;2
212;0.10;-0.27;-0.07;3;-8;-2;19.67;2
213;0.20;-0.34;-0.07;6;-10;-2;19.74;2
214;0.10;-0.41;-0.03;3;-12;-1;19.67;2
215;0.14;-0.37;-0.07;4;-11;-2;19.80;2
216;0.03;-0.41;0.00;1;-12;0;19.74;2
217;0.07;-0.31;-0.07;2;-9;-2;19.80;2
218;0.10;-0.31;-0.03;3;-9;-1;19.54;2
219;0.10;-0.37;-0.03;3;-11;-1;19.61;2
220;0.10;-0.47;-0.07;3;-14;-2;19.54;2
221;0.17;-0.47;-0.07;5;-14;-2;19.74;2
222;0.14;-0.34;-0.14;4;-10;-4;19.80;2
223;0.00;-0.44;-0.03;0;-13;-1;19.67;2
224;0.17;-0.41;-0.07;5;-12;-2;19.47;2
225;0.07;-0.34;-0.10;2;-10;-3;19.74;2
226;-0.03;-0.34;-0.07;-1;-10;-2;19.54;2
227;0.03;-0.51;-0.10;1;-15;-3;19.74;2
228;0.07;-0.44;-0.07;2;-13;-2;19.41;2
229;0.24;-0.37;-0.07;7;-11;-2;19.74;2
230;0.10;-0.41;-0.17;3;-12;-5;19.67;2
231;0.17;-0.31;-0.07;5;-9;-2;19.47;2
232;0.14;-0.41;-0.07;4;-12;-2;19.61;2
233;0.14;-0.37;-0.14;4;-11;-4;19.41;2
234;0.10;-0.47;-0.07;3;-14;-2;19.87;2
235;0.17;-0.51;-0.10;5;-15;-3;19.80;2
236;0.03;-0.31;0.00;1;-9;0;19.28;2
237;0.07;-0.41;-0.07;2;-12;-2;19.61;2
238;-0.07;-0.61;-0.03;-2;-18;-1;19.61;2
239;0.20;-0.44;-0.10;6;-13;-3;19.74;2
240;0.14;-0.44;0.00;4;-13;0;19.61;2
241;0.00;-0.24;-0.10;0;-7;-3;19.74;2
242;-0.03;-0.34;0.03;-1;-10;1;19.74;2
243;-0.03;-0.37;-0.10;-1;-11;-3;19.54;2
244;0.20;-0.37;0.00;6;-11;0;19.74;2
245;0.10;-0.47;0.00;3;-14;0;19.80;2
246;0.00;-0.37;0.07;0;-11;2;19.74;2
247;0.20;-0.34;-0.07;6;-10;-2;19.61;2
248;0.14;-0.51;-0.17;4;-15;-5;19.47;2
249;0.20;-0.44;-0.07;6;-13;-2;19.67;2
250;0.14;-0.41;0.00;4;-12;0;19.74;2
251;0.14;-0.44;0.07;4;-13;2;19.54;2
252;0.00;-0.37;-0.07;0;-11;-2;19.61;2
253;-0.07;-0.51;0.00;-2;-15;0;19.54;2
254;0.14;-0.37;-0.03;4;-11;-1;19.74;2
255;0.07;-0.31;0.00;2;-9;0;19.61;2
256;0.24;-0.47;0.00;7;-14;0;19.61;2
257;0.00;-0.37;-0.10;0;-11;-3;19.87;2
258;0.07;-0.41;-0.14;2;-12;-4;19.61;2
259;0.10;-0.31;-0.10;3;-9;-3;19.41;2
260;0.00;-0.34;-0.03;0;-10;-1;19.87;2
261;0.20;-0.51;-0.07;6;-15;-2;19.80;2
262;0.10;-0.34;-0.03;3;-10;-1;19.67;2
263;0.07;-0.41;0.00;2;-12;0;19.54;2
264;0.03;-0.20;-0.10;1;-6;-3;19.80;2
265;0.03;-0.47;-0.07;1;-14;-2;19.67;2
266;0.20;-0.41;-0.07;6;-12;-2;19.54;2
267;0.14;-0.51;0.03;4;-15;1;19.61;2
268;0.03;-0.37;-0.17;1;-11;-5;19.74;2
269;0.03;-0.51;-0.03;1;-15;-1;19.74;2
270;0.03;-0.47;-0.10;1;-14;-3;19.61;2
271;0.07;-0.47;0.00;2;-14;0;19.54;2
272;0.10;-0.34;-0.07;3;-10;-2;19.54;2
273;0.17;-0.34;-0.03;5;-10;-1;19.87;2
274;0.03;-0.37;-0.10;1;-11;-3;19.74;2
275;0.10;-0.44;-0.03;3;-13;-1;19.87;2
276;0.10;-0.47;0.03;3;-14;1;19.47;2
277;0.24;-0.20;-0.03;7;-6;-1;19.67;2
278;0.17;-0.41;-0.10;5;-12;-3;19.61;2
279;0.10;-0.41;-0.07;3;-12;-2;19.34;2
280;0.07;-0.31;-0.10;2;-9;-3;19.34;2
281;0.07;-0.37;-0.07;2;-11;-2;19.34;2
282;0.03;-0.41;-0.03;1;-12;-1;19.61;2
283;0.03;-0.51;0.00;1;-15;0;19.61;2
284;-0.03;-0.41;-0.03;-1;-12;-1;19.34;2
285;0.17;-0.41;-0.07;5;-12;-2;19.47;2
286;0.07;-0.54;-0.07;2;-16;-2;19.41;2
287;0.00;-0.44;-0.07;0;-13;-2;19.61;2
288;0.24;-0.37;-0.07;7;-11;-2;19.61;2
289;0.14;-0.44;-0.07;4;-13;-2;19.47;2
290;0.14;-0.41;-0.20;4;-12;-6;19.47;2
291;0.14;-0.34;-0.14;4;-10;-4;19.47;2
292;0.10;-0.51;0.00;3;-15;0;19.54;2
293;0.14;-0.61;-0.14;4;-18;-4;19.61;2
294;0.00;-0.41;-0.03;0;-12;-1;19.61;2
295;0.03;-0.41;-0.07;1;-12;-2;19.61;2
296;0.03;-0.47;-0.10;1;-14;-3;19.80;2
297;0.20;-0.51;-0.03;6;-15;-1;19.41;2
298;0.03;-0.54;-0.03;1;-16;-1;19.61;2
299;0.03;-0.37;-0.10;1;-11;-3;19.47;2
300;-0.10;-0.41;0.00;-3;-12;0;19.87;2
301;0.07;-0.47;-0.03;2;-14;-1;19.47;2
302;0.10;-0.24;0.00;3;-7;0;19.61;2
303;0.07;-0.44;-0.07;2;-13;-2;19.54;2
304;0.14;-0.37;-0.10;4;-11;-3;19.80;2
305;0.10;-0.47;-0.14;3;-14;-4;19.67;2
306;0.10;-0.37;-0.07;3;-11;-2;19.74;2
307;0.10;-0.44;-0.03;3;-13;-1;19.74;2
308;0.14;-0.54;-0.03;4;-16;-1;19.54;2
309;-0.03;-0.31;-0.07;-1;-9;-2;19.93;2
310;-0.03;-0.41;-0.07;-1;-12;-2;19.54;2
311;0.10;-0.34;-0.10;3;-10;-3;19.61;2
312;0.00;-0.54;-0.10;0;-16;-3;19.74;2
313;0.03;-0.47;-0.03;1;-14;-1;19.80;2
314;0.14;-0.31;-0.07;4;-9;-2;19.93;2
315;0.10;-0.37;-0.03;3;-11;-1;19.80;2
316;0.00;-0.47;-0.17;0;-14;-5;19.47;2
317;0.03;-0.41;-0.07;1;-12;-2;19.87;2
318;0.14;-0.51;-0.03;4;-15;-1;19.61;2
319;0.07;-0.41;-0.07;2;-12;-2;19.41;2
320;0.10;-0.37;-0.17;3;-11;-5;19.54;2
321;0.20;-0.44;0.00;6;-13;0;19.61;2
322;0.31;-0.41;-0.07;9;-12;-2;19.74;2
323;0.14;-0.37;0.00;4;-11;0;19.47;2
324;0.07;-0.41;-0.10;2;-12;-3;19.47;2
325;0.03;-0.27;-0.07;1;-8;-2;19.74;2
326;0.00;-0.34;-0.03;0;-10;-1;19.61;2
327;0.10;-0.44;-0.07;3;-13;-2;19.41;2
328;0.03;-0.47;-0.07;1;-14;-2;19.47;2
329;0.07;-0.47;-0.10;2;-14;-3;19.47;2
330;0.00;-0.41;-0.10;0;-12;-3;19.80;2
331;0.03;-0.44;-0.10;1;-13;-3;19.80;2
332;0.03;-0.37;-0.10;1;-11;-3;19.67;2
333;0.14;-0.47;-0.10;4;-14;-3;19.61;2
334;0.07;-0.51;-0.03;2;-15;-1;19.47;2
335;0.27;-0.31;-0.10;8;-9;-3;19.61;2
336;0.07;-0.47;-0.10;2;-14;-3;19.47;2
337;0.07;-0.34;-0.07;2;-10;-2;19.41;2
338;0.07;-0.41;-0.10;2;-12;-3;19.61;2
339;-0.03;-0.47;-0.10;-1;-14;-3;19.93;2
340;0.03;-0.37;-0.03;1;-11;-1;19.54;2
341;0.17;-0.34;-0.14;5;-10;-4;19.74;2
342;0.20;-0.41;0.00;6;-12;0;19.54;2
343;0.20;-0.24;-0.10;6;-7;-3;19.61;2
344;0.14;-0.37;-0.07;4;-11;-2;19.61;2
345;0.00;-0.31;-0.07;0;-9;-2;19.54;2
346;0.00;-0.34;-0.10;0;-10;-3;19.80;2
347;0.17;-0.44;-0.07;5;-13;-2;19.41;2
348;0.03;-0.37;-0.03;1;-11;-1;19.54;2
349;0.10;-0.34;-0.10;3;-10;-3;19.74;2
350;0.07;-0.54;-0.07;2;-16;-2;19.54;2
351;0.07;-0.47;-0.14;2;-14;-4;19.74;2
352;0.10;-0.37;-0.07;3;-11;-2;19.74;2
353;-0.03;-0.37;-0.03;-1;-11;-1;19.54;2
354;0.20;-0.34;-0.07;6;-10;-2;19.54;2
355;0.14;-0.41;-0.07;4;-12;-2;19.41;2
356;0.17;-0.41;-0.07;5;-12;-2;19.74;2
357;0.03;-0.34;-0.07;1;-10;-2;19.54;2
358;0.07;-0.61;-0.03;2;-18;-1;19.41;2
359;0.07;-0.34;0.00;2;-10;0;19.74;2
360;0.07;-0.54;-0.07;2;-16;-2;19.61;2
361;0.07;-0.31;-0.10;2;-9;-3;19.47;2
362;0.00;-0.47;0.00;0;-14;0;19.87;2
363;0.10;-0.27;-0.20;3;-8;-6;19.61;2
364;0.10;-0.34;-0.03;3;-10;-1;19.67;2
365;0.10;-0.61;-0.20;3;-18;-6;19.61;2
366;0.03;-0.41;-0.07;1;-12;-2;19.67;2
