Date;30.10.2025
Time;17.20.00
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;0.07;-0.03;-0.07;2;-1;-2;19.67;2
2;0.14;-0.17;-0.10;4;-5;-3;19.61;2
3;0.14;-0.20;-0.07;4;-6;-2;19.54;2
4;0.14;-0.10;-0.07;4;-3;-2;19.54;2
5;0.10;-0.31;0.00;3;-9;0;19.54;2
6;0.03;-0.14;-0.10;1;-4;-3;19.54;2
7;0.07;-0.10;0.00;2;-3;0;19.74;2
8;0.14;-0.17;-0.03;4;-5;-1;19.54;2
9;0.07;-0.17;-0.07;2;-5;-2;19.67;2
10;0.10;-0.34;-0.07;3;-10;-2;19.41;2
11;0.20;-0.14;0.03;6;-4;1;19.54;2
12;0.10;0.03;-0.10;3;1;-3;19.80;2
13;0.17;-0.10;-0.03;5;-3;-1;19.47;2
14;0.17;-0.07;-0.10;5;-2;-3;19.54;2
15;0.24;-0.17;0.00;7;-5;0;19.61;2
16;0.14;-0.14;0.00;4;-4;0;19.67;2
17;0.17;-0.10;0.03;5;-3;1;19.74;2
18;0.03;-0.03;-0.10;1;-1;-3;19.67;2
19;0.07;-0.10;-0.07;2;-3;-2;19.74;2
20;0.00;-0.14;-0.07;0;-4;-2;19.67;2
21;0.14;-0.24;0.00;4;-7;0;19.87;2
22;0.07;-0.10;0.00;2;-3;0;19.61;2
23;0.10;-0.14;-0.03;3;-4;-1;19.67;2
24;0.03;-0.07;-0.07;1;-2;-2;19.61;2
25;0.00;-0.07;-0.03;0;-2;-1;20.00;2
26;0.20;-0.10;-0.07;6;-3;-2;19.67;2
27;0.03;-0.14;0.00;1;-4;0;19.67;2
28;0.10;-0.10;-0.10;3;-3;-3;19.61;2
29;0.17;-0.03;-0.03;5;-1;-1;19.93;2
30;0.07;-0.07;-0.07;2;-2;-2;19.74;2
31;0.07;-0.20;0.00;2;-6;0;19.74;2
32;0.34;-0.10;-0.07;10;-3;-2;19.87;2
33;0.07;-0.10;-0.14;2;-3;-4;19.80;2
34;0.20;-0.10;-0.07;6;-3;-2;19.93;2
35;0.14;-0.14;-0.07;4;-4;-2;19.61;2
36;0.27;-0.27;-0.03;8;-8;-1;19.74;2
37;0.14;-0.10;-0.14;4;-3;-4;19.61;2
38;0.00;-0.17;-0.03;0;-5;-1;19.80;2
39;0.17;-0.03;-0.07;5;-1;-2;19.41;2
40;0.07;-0.14;-0.07;2;-4;-2;19.80;2
41;0.03;-0.20;-0.07;1;-6;-2;19.67;2
42;0.14;-0.07;-0.07;4;-2;-2;19.61;2
43;0.24;-0.17;-0.03;7;-5;-1;19.93;2
44;0.03;-0.10;-0.10;1;-3;-3;19.80;2
45;0.14;-0.03;-0.07;4;-1;-2;19.67;2
46;0.07;-0.10;-0.07;2;-3;-2;19.67;2
47;0.14;-0.10;0.00;4;-3;0;19.93;2
48;0.20;-0.07;-0.07;6;-2;-2;19.54;2
49;0.10;-0.07;-0.03;3;-2;-1;19.61;2
50;0.14;-0.14;-0.07;4;-4;-2;19.74;2
