Date;30.10.2025
Time;17.18.14
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;0.20;-0.31;0.00;6;-9;0;19.61;2
2;0.14;-0.31;-0.10;4;-9;-3;19.67;2
3;-0.07;-0.31;-0.03;-2;-9;-1;19.61;2
4;0.14;-0.17;0.00;4;-5;0;19.74;2
5;0.17;-0.41;-0.07;5;-12;-2;19.67;2
6;0.20;-0.24;-0.03;6;-7;-1;19.54;2
7;0.10;-0.34;-0.07;3;-10;-2;19.61;2
8;0.14;-0.34;-0.10;4;-10;-3;19.74;2
9;0.14;-0.31;-0.07;4;-9;-2;19.80;2
10;0.10;-0.34;-0.07;3;-10;-2;19.41;2
11;0.14;-0.24;-0.07;4;-7;-2;19.54;2
12;0.14;-0.14;-0.07;4;-4;-2;19.67;2
13;0.17;-0.17;-0.07;5;-5;-2;19.67;2
14;0.07;-0.34;-0.07;2;-10;-2;19.74;2
15;0.10;-0.27;-0.10;3;-8;-3;20.00;2
16;0.07;-0.14;-0.10;2;-4;-3;19.93;2
17;0.03;-0.17;-0.03;1;-5;-1;19.61;2
18;0.00;-0.10;-0.07;0;-3;-2;19.87;2
19;0.20;-0.17;-0.14;6;-5;-4;19.54;2
20;0.10;-0.34;0.03;3;-10;1;19.61;2
21;0.00;-0.24;-0.03;0;-7;-1;19.67;2
22;0.20;-0.20;-0.07;6;-6;-2;19.54;2
23;0.17;-0.24;-0.10;5;-7;-3;19.93;2
24;0.03;-0.24;-0.03;1;-7;-1;19.74;2
25;-0.03;-0.31;-0.07;-1;-9;-2;19.47;2
26;0.14;-0.20;-0.07;4;-6;-2;19.67;2
27;0.00;-0.37;-0.07;0;-11;-2;19.74;2
28;0.14;-0.44;-0.03;4;-13;-1;19.54;2
29;0.10;-0.24;-0.07;3;-7;-2;19.54;2
30;-0.07;-0.31;-0.10;-2;-9;-3;19.80;2
31;0.17;-0.20;-0.10;5;-6;-3;19.54;2
32;0.10;-0.24;-0.03;3;-7;-1;19.61;2
33;0.07;-0.37;-0.07;2;-11;-2;19.47;2
34;-0.03;-0.20;-0.07;-1;-6;-2;19.67;2
35;0.17;-0.27;-0.03;5;-8;-1;19.61;2
36;0.00;-0.27;-0.10;0;-8;-3;19.74;2
37;0.14;-0.17;-0.10;4;-5;-3;19.80;2
38;0.00;-0.27;-0.07;0;-8;-2;19.61;2
39;0.07;-0.20;-0.10;2;-6;-3;19.74;2
40;0.20;-0.31;-0.07;6;-9;-2;19.67;2
41;0.17;-0.31;-0.03;5;-9;-1;19.47;2
42;0.17;-0.20;-0.14;5;-6;-4;19.47;2
43;0.07;-0.14;-0.03;2;-4;-1;19.80;2
44;0.07;-0.31;0.03;2;-9;1;19.87;2
45;0.07;-0.20;-0.10;2;-6;-3;19.47;2
46;0.07;-0.20;0.00;2;-6;0;19.67;2
47;0.00;-0.31;0.00;0;-9;0;19.47;2
48;0.14;-0.24;-0.07;4;-7;-2;19.74;2
49;0.03;-0.27;-0.10;1;-8;-3;19.54;2
50;0.10;-0.24;-0.07;3;-7;-2;19.67;2
51;0.10;-0.27;-0.10;3;-8;-3;19.41;2
52;0.14;-0.17;-0.10;4;-5;-3;19.34;2
53;0.20;-0.24;-0.07;6;-7;-2;19.61;2
54;0.14;-0.27;-0.07;4;-8;-2;19.61;2
55;0.03;-0.20;-0.07;1;-6;-2;19.61;2
56;0.07;-0.41;-0.07;2;-12;-2;19.61;2
57;0.17;-0.31;-0.07;5;-9;-2;19.47;2
58;0.14;-0.31;-0.03;4;-9;-1;19.54;2
59;0.14;-0.34;-0.10;4;-10;-3;19.54;2
60;0.07;-0.34;-0.07;2;-10;-2;19.54;2
61;0.07;-0.27;-0.10;2;-8;-3;19.41;2
62;0.10;-0.34;-0.10;3;-10;-3;19.41;2
63;0.07;-0.17;-0.14;2;-5;-4;19.54;2
64;0.07;-0.34;-0.14;2;-10;-4;19.80;2
65;0.10;-0.27;-0.10;3;-8;-3;19.47;2
66;0.10;-0.24;-0.07;3;-7;-2;19.67;2
67;0.10;-0.20;-0.07;3;-6;-2;19.67;2
68;0.17;-0.24;-0.07;5;-7;-2;19.47;2
69;0.17;-0.34;0.00;5;-10;0;19.61;2
70;0.03;-0.10;-0.14;1;-3;-4;19.74;2
71;0.20;-0.34;-0.03;6;-10;-1;19.41;2
72;0.00;-0.24;-0.10;0;-7;-3;19.54;2
73;-0.14;-0.31;-0.03;-4;-9;-1;19.80;2
74;0.07;-0.34;-0.10;2;-10;-3;19.74;2
75;0.10;-0.03;0.00;3;-1;0;19.67;2
76;0.03;-0.24;-0.03;1;-7;-1;19.47;2
77;0.10;-0.44;-0.10;3;-13;-3;19.54;2
78;0.07;-0.31;-0.10;2;-9;-3;19.61;2
79;0.20;-0.37;-0.03;6;-11;-1;19.54;2
80;0.03;-0.17;0.00;1;-5;0;19.47;2
81;0.00;-0.37;0.03;0;-11;1;19.54;2
82;0.07;-0.24;-0.10;2;-7;-3;19.54;2
83;0.24;-0.17;-0.07;7;-5;-2;19.87;2
84;0.07;-0.27;-0.03;2;-8;-1;19.47;2
85;0.10;-0.27;0.03;3;-8;1;19.74;2
86;0.14;-0.24;-0.07;4;-7;-2;19.80;2
87;0.10;-0.34;-0.14;3;-10;-4;19.87;2
88;0.07;-0.34;-0.07;2;-10;-2;19.61;2
89;0.10;-0.14;-0.10;3;-4;-3;19.54;2
90;0.03;-0.24;-0.10;1;-7;-3;19.41;2
91;0.07;-0.27;-0.07;2;-8;-2;19.34;2
92;0.14;-0.14;-0.03;4;-4;-1;19.67;2
93;0.10;-0.20;-0.17;3;-6;-5;19.54;2
94;0.20;-0.31;-0.14;6;-9;-4;19.54;2
95;0.14;-0.34;-0.03;4;-10;-1;19.67;2
96;0.14;-0.34;-0.07;4;-10;-2;19.87;2
97;0.03;-0.17;-0.03;1;-5;-1;19.67;2
98;0.10;-0.14;-0.07;3;-4;-2;19.67;2
99;-0.03;-0.27;-0.07;-1;-8;-2;19.21;2
100;0.17;-0.20;-0.10;5;-6;-3;19.61;2
101;0.07;-0.34;0.00;2;-10;0;19.61;2
102;-0.03;-0.20;-0.03;-1;-6;-1;19.54;2
