Date;30.10.2025
Time;17.10.56
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;0.03;-2.34;-0.10;1;-69;-3;19.61;2
2;0.03;-2.41;-0.17;1;-71;-5;19.28;2
3;0.10;-2.44;-0.14;3;-72;-4;19.54;2
4;0.14;-2.27;-0.03;4;-67;-1;19.47;2
5;0.03;-2.24;-0.10;1;-66;-3;19.54;2
6;0.00;-2.20;-0.14;0;-65;-4;19.74;2
7;0.10;-2.41;-0.17;3;-71;-5;19.47;2
8;-0.17;-2.37;-0.10;-5;-70;-3;19.61;2
9;0.10;-2.37;-0.14;3;-70;-4;19.54;2
10;0.14;-2.27;-0.17;4;-67;-5;19.74;2
11;-0.10;-2.34;-0.10;-3;-69;-3;19.34;2
12;-0.03;-2.37;-0.07;-1;-70;-2;19.74;2
13;0.03;-2.41;-0.10;1;-71;-3;19.61;2
14;0.07;-2.41;-0.10;2;-71;-3;19.74;2
15;-0.07;-2.37;-0.20;-2;-70;-6;19.54;2
16;0.07;-2.34;-0.20;2;-69;-6;19.47;2
17;-0.14;-2.37;-0.17;-4;-70;-5;19.80;2
18;-0.03;-2.24;-0.17;-1;-66;-5;19.34;2
19;0.03;-2.31;-0.20;1;-68;-6;19.74;2
20;0.00;-2.44;-0.10;0;-72;-3;19.47;2
21;0.07;-2.41;-0.14;2;-71;-4;19.54;2
22;0.10;-2.20;-0.17;3;-65;-5;19.61;2
23;0.07;-2.41;-0.07;2;-71;-2;19.54;2
24;0.10;-2.41;-0.17;3;-71;-5;19.47;2
25;-0.07;-2.41;-0.10;-2;-71;-3;19.87;2
26;-0.03;-2.37;-0.14;-1;-70;-4;19.34;2
27;0.03;-2.27;-0.17;1;-67;-5;19.41;2
28;0.03;-2.44;-0.20;1;-72;-6;19.87;2
29;0.00;-2.31;-0.07;0;-68;-2;19.28;2
30;0.00;-2.27;-0.07;0;-67;-2;19.74;2
31;0.03;-2.24;-0.14;1;-66;-4;19.54;2
32;0.10;-2.31;-0.14;3;-68;-4;19.61;2
33;-0.07;-2.54;-0.17;-2;-75;-5;19.41;2
34;-0.07;-2.37;-0.10;-2;-70;-3;19.61;2
35;0.07;-2.37;-0.10;2;-70;-3;19.61;2
36;0.14;-2.47;-0.07;4;-73;-2;19.54;2
37;0.03;-2.44;-0.17;1;-72;-5;19.93;2
38;0.03;-2.47;-0.10;1;-73;-3;19.54;2
39;0.14;-2.41;-0.10;4;-71;-3;19.74;2
40;0.03;-2.31;-0.10;1;-68;-3;19.67;2
41;-0.03;-2.24;-0.17;-1;-66;-5;19.61;2
42;0.14;-2.27;-0.10;4;-67;-3;19.28;2
43;0.03;-2.24;-0.20;1;-66;-6;19.41;2
44;0.07;-2.27;-0.10;2;-67;-3;19.41;2
45;0.00;-2.31;-0.17;0;-68;-5;19.74;2
46;-0.03;-2.37;-0.10;-1;-70;-3;19.41;2
47;0.10;-2.37;-0.10;3;-70;-3;19.61;2
48;0.00;-2.47;-0.20;0;-73;-6;19.67;2
49;0.03;-2.31;-0.17;1;-68;-5;19.61;2
50;0.17;-2.34;-0.20;5;-69;-6;19.80;2
51;0.10;-2.31;-0.07;3;-68;-2;19.74;2
52;-0.07;-2.31;-0.10;-2;-68;-3;19.54;2
53;0.03;-2.37;-0.14;1;-70;-4;19.54;2
54;0.00;-2.41;-0.07;0;-71;-2;19.80;2
55;0.03;-2.27;-0.07;1;-67;-2;19.41;2
56;0.17;-2.37;-0.07;5;-70;-2;19.54;2
57;0.10;-2.27;-0.17;3;-67;-5;19.47;2
58;0.10;-2.34;-0.17;3;-69;-5;19.74;2
59;0.07;-2.31;-0.10;2;-68;-3;19.41;2
60;0.14;-2.31;0.00;4;-68;0;19.54;2
61;0.27;-2.27;-0.07;8;-67;-2;19.67;2
62;0.00;-2.47;-0.14;0;-73;-4;19.47;2
63;0.10;-2.34;-0.10;3;-69;-3;19.47;2
64;-0.03;-2.31;-0.10;-1;-68;-3;19.67;2
65;0.00;-2.27;-0.07;0;-67;-2;19.41;2
66;0.14;-2.31;-0.20;4;-68;-6;19.34;2
67;0.03;-2.37;-0.20;1;-70;-6;19.61;2
68;-0.03;-2.20;-0.14;-1;-65;-4;19.54;2
69;-0.03;-2.37;-0.20;-1;-70;-6;19.54;2
70;0.10;-2.31;-0.10;3;-68;-3;19.54;2
71;0.03;-2.41;-0.17;1;-71;-5;19.61;2
72;-0.10;-2.37;-0.20;-3;-70;-6;19.74;2
73;-0.10;-2.34;-0.17;-3;-69;-5;19.74;2
74;0.00;-2.34;-0.17;0;-69;-5;19.74;2
75;-0.03;-2.34;-0.14;-1;-69;-4;19.67;2
76;0.03;-2.34;-0.10;1;-69;-3;19.54;2
77;0.00;-2.34;-0.14;0;-69;-4;19.93;2
78;-0.03;-2.34;-0.10;-1;-69;-3;19.47;2
79;0.00;-2.34;-0.20;0;-69;-6;19.87;2
80;0.00;-2.34;-0.17;0;-69;-5;19.74;2
81;-0.03;-2.27;-0.14;-1;-67;-4;19.67;2
82;0.00;-2.41;-0.07;0;-71;-2;19.67;2
83;-0.03;-2.27;-0.10;-1;-67;-3;19.47;2
84;0.07;-2.34;-0.20;2;-69;-6;19.74;2
85;0.17;-2.24;-0.10;5;-66;-3;19.74;2
86;0.07;-2.20;-0.14;2;-65;-4;19.47;2
87;0.07;-2.34;-0.14;2;-69;-4;19.74;2
88;0.03;-2.34;-0.10;1;-69;-3;19.47;2
89;-0.03;-2.27;-0.17;-1;-67;-5;19.61;2
90;0.10;-2.34;-0.17;3;-69;-5;19.61;2
91;-0.07;-2.17;-0.20;-2;-64;-6;19.54;2
92;0.14;-2.41;-0.14;4;-71;-4;19.41;2
93;-0.03;-2.34;-0.17;-1;-69;-5;19.67;2
94;0.07;-2.47;-0.10;2;-73;-3;19.61;2
95;-0.03;-2.31;-0.17;-1;-68;-5;19.54;2
96;0.03;-2.27;-0.10;1;-67;-3;19.87;2
97;-0.03;-2.34;-0.24;-1;-69;-7;19.61;2
98;0.03;-2.34;-0.20;1;-69;-6;19.61;2
99;0.10;-2.27;-0.17;3;-67;-5;19.61;2
100;0.07;-2.34;-0.17;2;-69;-5;19.80;2
101;0.07;-2.37;-0.10;2;-70;-3;19.87;2
102;0.14;-2.31;-0.17;4;-68;-5;19.47;2
103;0.07;-2.34;-0.10;2;-69;-3;19.61;2
104;-0.03;-2.41;-0.14;-1;-71;-4;19.54;2
105;0.03;-2.34;-0.10;1;-69;-3;19.61;2
106;0.07;-2.24;-0.07;2;-66;-2;19.47;2
107;0.07;-2.27;-0.20;2;-67;-6;19.34;2
108;0.10;-2.37;-0.17;3;-70;-5;19.61;2
109;-0.10;-2.41;-0.20;-3;-71;-6;19.67;2
110;0.00;-2.44;-0.17;0;-72;-5;19.67;2
111;0.10;-2.54;-0.10;3;-75;-3;19.67;2
112;0.00;-2.37;-0.17;0;-70;-5;19.61;2
113;-0.10;-2.44;-0.10;-3;-72;-3;19.61;2
114;0.00;-2.31;-0.14;0;-68;-4;19.80;2
115;0.03;-2.34;-0.07;1;-69;-2;19.67;2
116;0.07;-2.31;-0.17;2;-68;-5;19.54;2
117;0.03;-2.34;-0.10;1;-69;-3;19.61;2
118;0.07;-2.41;-0.10;2;-71;-3;19.80;2
119;0.03;-2.31;-0.10;1;-68;-3;19.67;2
120;-0.03;-2.31;-0.07;-1;-68;-2;19.61;2
121;0.07;-2.27;-0.17;2;-67;-5;19.47;2
122;0.00;-2.24;-0.07;0;-66;-2;19.61;2
123;0.00;-2.24;-0.17;0;-66;-5;19.54;2
124;0.10;-2.31;-0.17;3;-68;-5;19.87;2
125;0.07;-2.41;-0.14;2;-71;-4;19.61;2
126;-0.03;-2.34;-0.17;-1;-69;-5;19.34;2
127;0.03;-2.17;-0.14;1;-64;-4;19.80;2
128;-0.10;-2.37;-0.10;-3;-70;-3;19.54;2
129;-0.10;-2.34;-0.14;-3;-69;-4;19.80;2
130;0.03;-2.31;-0.17;1;-68;-5;19.54;2
131;0.14;-2.34;-0.10;4;-69;-3;19.47;2
132;0.03;-2.31;-0.10;1;-68;-3;19.34;2
133;0.10;-2.37;-0.10;3;-70;-3;19.80;2
134;0.10;-2.27;-0.20;3;-67;-6;19.54;2
135;-0.03;-2.41;-0.10;-1;-71;-3;19.47;2
136;-0.10;-2.31;-0.14;-3;-68;-4;19.54;2
137;0.10;-2.37;-0.20;3;-70;-6;19.67;2
138;0.07;-2.24;-0.10;2;-66;-3;19.61;2
139;0.03;-2.31;-0.17;1;-68;-5;19.47;2
140;0.00;-2.27;-0.14;0;-67;-4;19.41;2
141;-0.07;-2.34;-0.17;-2;-69;-5;19.74;2
142;0.14;-2.34;-0.07;4;-69;-2;19.54;2
143;-0.03;-2.34;-0.14;-1;-69;-4;19.54;2
144;0.07;-2.24;-0.17;2;-66;-5;19.67;2
145;-0.10;-2.20;-0.10;-3;-65;-3;19.54;2
146;0.00;-2.31;-0.20;0;-68;-6;19.67;2
147;0.03;-2.20;-0.17;1;-65;-5;19.74;2
148;0.14;-2.44;-0.14;4;-72;-4;19.61;2
149;-0.03;-2.41;-0.14;-1;-71;-4;19.74;2
150;0.03;-2.37;-0.07;1;-70;-2;19.74;2
151;0.07;-2.34;-0.10;2;-69;-3;19.67;2
152;0.03;-2.31;-0.07;1;-68;-2;19.80;2
153;0.07;-2.31;-0.10;2;-68;-3;19.67;2
154;0.03;-2.34;-0.20;1;-69;-6;19.47;2
155;0.14;-2.54;-0.10;4;-75;-3;19.67;2
156;-0.14;-2.31;-0.17;-4;-68;-5;19.61;2
157;0.03;-2.34;-0.14;1;-69;-4;19.74;2
158;0.20;-2.34;-0.17;6;-69;-5;19.61;2
159;-0.03;-2.27;-0.17;-1;-67;-5;19.47;2
160;0.03;-2.34;-0.10;1;-69;-3;19.74;2
161;-0.07;-2.44;-0.10;-2;-72;-3;19.47;2
162;0.17;-2.31;-0.17;5;-68;-5;19.54;2
163;-0.10;-2.27;-0.14;-3;-67;-4;19.74;2
164;0.17;-2.34;-0.10;5;-69;-3;19.67;2
165;0.14;-2.24;-0.14;4;-66;-4;19.61;2
166;0.10;-2.31;-0.10;3;-68;-3;19.41;2
167;0.10;-2.41;-0.17;3;-71;-5;19.67;2
168;0.10;-2.34;-0.10;3;-69;-3;19.47;2
169;0.10;-2.34;-0.14;3;-69;-4;19.93;2
170;0.10;-2.24;-0.24;3;-66;-7;19.54;2
171;-0.07;-2.34;-0.17;-2;-69;-5;19.54;2
172;0.10;-2.31;-0.10;3;-68;-3;19.87;2
173;0.03;-2.24;-0.20;1;-66;-6;19.61;2
174;0.03;-2.27;-0.20;1;-67;-6;19.41;2
175;0.03;-2.47;-0.10;1;-73;-3;19.61;2
176;-0.03;-2.34;-0.10;-1;-69;-3;19.34;2
177;0.07;-2.37;-0.17;2;-70;-5;19.47;2
178;0.00;-2.41;-0.14;0;-71;-4;19.74;2
179;0.14;-2.20;-0.10;4;-65;-3;19.74;2
180;0.20;-2.31;-0.17;6;-68;-5;19.61;2
181;0.00;-2.34;-0.07;0;-69;-2;19.41;2
182;0.00;-2.37;-0.10;0;-70;-3;19.87;2
183;-0.03;-2.37;-0.17;-1;-70;-5;19.61;2
184;0.14;-2.37;-0.17;4;-70;-5;19.61;2
185;0.07;-2.31;-0.14;2;-68;-4;19.67;2
186;0.10;-2.27;-0.14;3;-67;-4;19.87;2
187;0.03;-2.34;-0.10;1;-69;-3;19.28;2
188;-0.03;-2.31;-0.10;-1;-68;-3;19.74;2
189;0.03;-2.34;-0.20;1;-69;-6;19.80;2
190;0.07;-2.27;-0.07;2;-67;-2;19.47;2
191;0.10;-2.41;-0.20;3;-71;-6;19.74;2
192;0.03;-2.37;-0.10;1;-70;-3;19.67;2
193;0.03;-2.34;-0.17;1;-69;-5;19.54;2
194;-0.14;-2.34;-0.10;-4;-69;-3;19.61;2
195;-0.07;-2.31;-0.14;-2;-68;-4;19.54;2
196;0.03;-2.31;-0.07;1;-68;-2;19.67;2
197;0.07;-2.31;-0.14;2;-68;-4;19.61;2
198;0.14;-2.34;-0.14;4;-69;-4;19.80;2
199;0.03;-2.17;-0.10;1;-64;-3;19.47;2
200;0.14;-2.14;-0.14;4;-63;-4;19.80;2
201;0.10;-2.17;-0.10;3;-64;-3;19.41;2
202;0.00;-2.27;-0.10;0;-67;-3;19.74;2
203;0.10;-2.44;-0.10;3;-72;-3;19.34;2
204;0.14;-2.27;-0.10;4;-67;-3;19.34;2
205;0.00;-2.34;-0.14;0;-69;-4;19.61;2
206;-0.14;-2.34;-0.20;-4;-69;-6;19.80;2
207;-0.03;-2.37;-0.07;-1;-70;-2;19.61;2
208;0.00;-2.20;-0.07;0;-65;-2;19.61;2
209;0.20;-2.37;-0.07;6;-70;-2;19.74;2
210;0.03;-2.27;-0.24;1;-67;-7;19.61;2
211;0.10;-2.24;-0.20;3;-66;-6;19.34;2
212;0.07;-2.41;-0.10;2;-71;-3;19.47;2
213;0.07;-2.34;-0.10;2;-69;-3;19.47;2
214;0.03;-2.24;-0.14;1;-66;-4;19.41;2
215;0.00;-2.37;-0.17;0;-70;-5;19.54;2
216;0.03;-2.34;-0.10;1;-69;-3;19.41;2
217;0.00;-2.44;-0.17;0;-72;-5;19.61;2
218;-0.10;-2.17;-0.10;-3;-64;-3;19.54;2
219;-0.14;-2.41;-0.24;-4;-71;-7;19.80;2
220;0.00;-2.41;-0.20;0;-71;-6;19.74;2
221;0.07;-2.34;-0.14;2;-69;-4;19.47;2
222;0.00;-2.20;-0.14;0;-65;-4;19.93;2
223;0.07;-2.27;-0.17;2;-67;-5;19.41;2
224;0.14;-2.27;-0.20;4;-67;-6;19.80;2
225;0.10;-2.34;-0.14;3;-69;-4;19.54;2
226;0.10;-2.41;-0.14;3;-71;-4;19.54;2
227;0.03;-2.27;-0.37;1;-67;-11;19.41;2
228;-0.10;-2.31;-0.14;-3;-68;-4;19.54;2
229;-0.03;-2.37;-0.17;-1;-70;-5;19.47;2
230;0.07;-2.34;-0.17;2;-69;-5;19.80;2
231;0.24;-2.37;-0.17;7;-70;-5;19.54;2
232;0.00;-2.27;-0.17;0;-67;-5;19.80;2
233;0.07;-2.34;-0.14;2;-69;-4;19.74;2
234;-0.14;-2.31;-0.10;-4;-68;-3;19.74;2
235;0.17;-2.34;-0.17;5;-69;-5;19.54;2
