Date;30.10.2025
Time;17.14.40
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;0.14;-0.78;0.03;4;-23;1;19.34;2
2;0.00;-0.71;-0.10;0;-21;-3;19.61;2
3;0.10;-0.71;-0.10;3;-21;-3;19.61;2
4;0.07;-0.71;-0.14;2;-21;-4;19.28;2
5;0.07;-0.64;-0.10;2;-19;-3;19.47;2
6;0.14;-0.95;0.00;4;-28;0;19.67;2
7;0.10;-0.78;0.00;3;-23;0;19.47;2
8;0.07;-0.81;-0.10;2;-24;-3;19.54;2
9;0.03;-0.68;-0.14;1;-20;-4;19.47;2
10;0.07;-0.64;-0.14;2;-19;-4;19.54;2
11;0.10;-0.68;-0.03;3;-20;-1;19.67;2
12;0.20;-0.71;-0.03;6;-21;-1;19.67;2
13;-0.03;-0.68;-0.07;-1;-20;-2;19.47;2
14;0.07;-0.75;-0.10;2;-22;-3;19.67;2
15;0.14;-0.88;-0.10;4;-26;-3;19.74;2
16;0.07;-0.75;-0.07;2;-22;-2;19.47;2
17;-0.03;-0.71;-0.14;-1;-21;-4;19.54;2
18;0.07;-0.81;-0.10;2;-24;-3;19.54;2
19;0.03;-0.71;-0.17;1;-21;-5;19.54;2
20;0.07;-0.75;-0.14;2;-22;-4;19.54;2
21;-0.03;-0.81;-0.17;-1;-24;-5;19.74;2
22;-0.10;-0.85;-0.03;-3;-25;-1;19.54;2
23;0.03;-0.75;0.00;1;-22;0;19.47;2
24;0.10;-0.78;-0.14;3;-23;-4;19.47;2
25;0.14;-0.75;-0.10;4;-22;-3;19.93;2
26;0.10;-0.78;0.00;3;-23;0;19.34;2
27;0.07;-0.78;-0.10;2;-23;-3;19.54;2
28;0.03;-0.68;-0.07;1;-20;-2;19.28;2
29;0.17;-0.75;-0.07;5;-22;-2;19.47;2
30;0.10;-0.71;-0.10;3;-21;-3;19.67;2
31;0.07;-0.78;-0.17;2;-23;-5;19.54;2
32;0.17;-0.68;-0.10;5;-20;-3;19.54;2
33;0.07;-0.71;-0.14;2;-21;-4;19.80;2
34;0.14;-0.88;-0.14;4;-26;-4;19.28;2
35;0.03;-0.78;0.00;1;-23;0;19.67;2
36;0.07;-0.71;-0.14;2;-21;-4;20.07;2
37;0.03;-0.81;-0.07;1;-24;-2;19.74;2
38;0.07;-0.61;-0.10;2;-18;-3;19.41;2
39;0.20;-0.71;-0.14;6;-21;-4;19.67;2
40;0.14;-0.81;-0.14;4;-24;-4;19.54;2
41;0.10;-0.81;-0.10;3;-24;-3;19.67;2
42;0.14;-0.58;-0.10;4;-17;-3;19.47;2
43;0.03;-0.68;-0.07;1;-20;-2;19.67;2
44;0.10;-0.75;-0.17;3;-22;-5;19.54;2
45;0.10;-0.71;-0.07;3;-21;-2;19.61;2
46;0.03;-0.75;-0.10;1;-22;-3;19.54;2
47;0.03;-0.75;-0.10;1;-22;-3;19.61;2
48;0.14;-0.78;0.00;4;-23;0;19.41;2
49;0.14;-0.78;-0.07;4;-23;-2;19.61;2
50;0.00;-0.75;-0.14;0;-22;-4;19.54;2
51;0.24;-0.81;-0.17;7;-24;-5;19.54;2
52;-0.03;-0.85;-0.10;-1;-25;-3;19.47;2
53;0.07;-0.64;-0.03;2;-19;-1;19.67;2
54;0.03;-0.75;-0.07;1;-22;-2;19.54;2
55;0.03;-0.71;-0.17;1;-21;-5;19.28;2
56;-0.07;-0.75;-0.07;-2;-22;-2;19.74;2
57;0.03;-0.75;-0.03;1;-22;-1;19.28;2
58;0.17;-0.92;-0.10;5;-27;-3;19.61;2
59;0.10;-0.75;-0.10;3;-22;-3;19.34;2
60;0.10;-0.68;-0.14;3;-20;-4;19.74;2
61;0.03;-0.75;-0.07;1;-22;-2;19.54;2
62;0.00;-0.64;-0.17;0;-19;-5;19.61;2
63;-0.03;-0.75;-0.10;-1;-22;-3;19.67;2
64;0.00;-0.68;-0.07;0;-20;-2;19.61;2
65;0.20;-0.85;-0.10;6;-25;-3;19.61;2
66;0.00;-0.71;-0.14;0;-21;-4;19.41;2
67;0.07;-0.71;-0.03;2;-21;-1;19.34;2
68;-0.03;-0.75;-0.10;-1;-22;-3;19.34;2
69;0.14;-0.71;-0.10;4;-21;-3;19.61;2
70;0.03;-0.61;-0.14;1;-18;-4;19.80;2
71;0.07;-0.81;-0.07;2;-24;-2;19.67;2
72;0.07;-0.78;-0.14;2;-23;-4;19.34;2
73;0.07;-0.61;-0.14;2;-18;-4;19.61;2
74;0.07;-0.92;-0.14;2;-27;-4;19.61;2
75;0.14;-0.61;-0.07;4;-18;-2;19.61;2
76;0.17;-0.68;0.00;5;-20;0;19.67;2
77;0.10;-0.81;-0.10;3;-24;-3;19.54;2
78;0.17;-0.68;-0.14;5;-20;-4;19.54;2
79;0.14;-0.75;-0.10;4;-22;-3;19.87;2
80;-0.03;-0.61;-0.14;-1;-18;-4;19.41;2
81;0.07;-0.64;-0.07;2;-19;-2;19.28;2
82;0.07;-0.88;-0.20;2;-26;-6;19.80;2
83;0.07;-0.85;-0.07;2;-25;-2;19.74;2
84;0.14;-0.64;-0.14;4;-19;-4;19.54;2
85;0.10;-0.71;-0.03;3;-21;-1;19.61;2
86;0.17;-0.71;-0.10;5;-21;-3;19.61;2
87;0.03;-0.75;-0.17;1;-22;-5;19.74;2
88;0.03;-0.68;-0.17;1;-20;-5;19.61;2
89;0.10;-0.75;-0.07;3;-22;-2;19.74;2
90;0.07;-0.64;-0.07;2;-19;-2;19.54;2
91;0.00;-0.61;-0.14;0;-18;-4;19.47;2
92;0.07;-0.78;-0.03;2;-23;-1;19.21;2
93;0.14;-0.75;-0.14;4;-22;-4;19.61;2
94;0.10;-0.75;-0.10;3;-22;-3;19.54;2
95;0.24;-0.85;-0.10;7;-25;-3;19.61;2
96;0.10;-0.78;0.00;3;-23;0;19.61;2
97;0.14;-0.68;-0.07;4;-20;-2;19.34;2
98;0.10;-0.64;-0.03;3;-19;-1;19.47;2
99;0.00;-0.81;-0.03;0;-24;-1;19.34;2
100;-0.03;-0.68;-0.07;-1;-20;-2;19.34;2
101;0.10;-0.61;-0.14;3;-18;-4;19.28;2
102;0.03;-0.71;-0.17;1;-21;-5;19.74;2
103;0.03;-0.81;-0.07;1;-24;-2;19.54;2
104;0.03;-0.71;-0.07;1;-21;-2;19.41;2
105;0.10;-0.71;-0.10;3;-21;-3;19.47;2
106;0.03;-0.68;-0.14;1;-20;-4;19.54;2
107;0.00;-0.85;-0.07;0;-25;-2;19.54;2
108;0.17;-0.61;-0.14;5;-18;-4;19.80;2
109;0.03;-0.85;-0.10;1;-25;-3;19.54;2
110;0.10;-0.68;-0.07;3;-20;-2;19.54;2
111;0.20;-0.75;-0.03;6;-22;-1;19.34;2
112;0.10;-0.71;-0.10;3;-21;-3;19.74;2
113;0.14;-0.81;-0.07;4;-24;-2;19.47;2
114;0.07;-0.64;-0.07;2;-19;-2;19.41;2
115;0.10;-0.75;-0.14;3;-22;-4;19.28;2
116;0.17;-0.95;-0.03;5;-28;-1;19.28;2
117;0.10;-0.68;-0.10;3;-20;-3;19.61;2
118;0.10;-0.85;-0.10;3;-25;-3;19.47;2
119;0.17;-0.85;-0.10;5;-25;-3;19.61;2
120;0.14;-0.71;-0.03;4;-21;-1;19.80;2
121;0.10;-0.78;-0.14;3;-23;-4;19.54;2
122;0.10;-0.71;-0.10;3;-21;-3;19.34;2
123;0.17;-0.68;-0.10;5;-20;-3;19.47;2
124;0.10;-0.88;-0.10;3;-26;-3;19.61;2
125;0.10;-0.64;0.00;3;-19;0;19.61;2
126;0.07;-0.78;-0.03;2;-23;-1;19.41;2
127;0.27;-0.68;-0.10;8;-20;-3;19.67;2
128;-0.03;-0.78;-0.10;-1;-23;-3;19.61;2
129;0.07;-0.61;-0.07;2;-18;-2;19.54;2
130;0.03;-0.68;-0.03;1;-20;-1;19.54;2
131;0.17;-0.78;-0.07;5;-23;-2;19.54;2
132;0.14;-0.81;-0.14;4;-24;-4;19.54;2
133;0.14;-0.61;-0.14;4;-18;-4;19.61;2
134;0.10;-0.75;-0.14;3;-22;-4;19.74;2
135;0.10;-0.81;-0.03;3;-24;-1;19.54;2
136;0.14;-0.85;-0.10;4;-25;-3;19.74;2
137;0.03;-0.75;-0.07;1;-22;-2;19.54;2
138;0.20;-0.75;-0.10;6;-22;-3;19.41;2
139;0.07;-0.68;-0.10;2;-20;-3;19.54;2
140;0.03;-0.71;-0.10;1;-21;-3;19.47;2
141;0.00;-0.64;-0.14;0;-19;-4;19.54;2
142;0.14;-0.78;-0.07;4;-23;-2;19.28;2
143;0.03;-0.75;-0.07;1;-22;-2;19.28;2
