Date;30.10.2025
Time;17.16.08
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;0.24;-0.41;-0.10;7;-12;-3;19.61;2
2;0.03;-0.31;-0.03;1;-9;-1;19.54;2
3;0.07;-0.41;-0.03;2;-12;-1;19.47;2
4;0.17;-0.37;0.00;5;-11;0;19.41;2
5;0.14;-0.37;-0.07;4;-11;-2;19.74;2
6;0.24;-0.31;-0.07;7;-9;-2;19.61;2
7;0.07;-0.37;-0.03;2;-11;-1;19.61;2
8;-0.07;-0.37;-0.14;-2;-11;-4;19.54;2
9;0.07;-0.34;-0.07;2;-10;-2;19.54;2
10;0.14;-0.37;-0.17;4;-11;-5;19.61;2
11;-0.03;-0.41;-0.10;-1;-12;-3;19.67;2
12;0.07;-0.37;-0.10;2;-11;-3;19.67;2
13;0.17;-0.47;-0.03;5;-14;-1;19.61;2
14;0.10;-0.41;-0.03;3;-12;-1;19.61;2
15;0.14;-0.37;0.00;4;-11;0;19.61;2
16;0.27;-0.34;-0.10;8;-10;-3;19.61;2
17;0.07;-0.31;-0.03;2;-9;-1;19.74;2
18;0.14;-0.34;-0.07;4;-10;-2;19.80;2
19;0.03;-0.37;0.03;1;-11;1;19.80;2
20;0.03;-0.41;-0.10;1;-12;-3;19.74;2
21;0.07;-0.41;-0.17;2;-12;-5;19.28;2
22;0.10;-0.44;-0.03;3;-13;-1;19.47;2
23;0.00;-0.44;-0.07;0;-13;-2;19.54;2
24;0.03;-0.34;-0.07;1;-10;-2;19.67;2
25;0.07;-0.44;-0.03;2;-13;-1;19.61;2
26;0.14;-0.34;-0.10;4;-10;-3;19.67;2
27;0.14;-0.34;0.03;4;-10;1;19.87;2
28;0.20;-0.37;-0.07;6;-11;-2;19.61;2
29;0.17;-0.54;-0.14;5;-16;-4;19.54;2
