Date;30.10.2025
Time;17.09.03
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-0.47;-8.92;-0.24;-14;-263;-7;19.47;2
2;-0.31;-9.05;-0.27;-9;-267;-8;19.34;2
3;-0.61;-9.02;-0.31;-18;-266;-9;19.54;2
4;-0.41;-9.12;-0.20;-12;-269;-6;19.54;2
5;-0.44;-9.05;-0.34;-13;-267;-10;19.67;2
6;-0.58;-9.05;-0.27;-17;-267;-8;19.21;2
7;-0.51;-9.15;-0.20;-15;-270;-6;19.47;2
8;-0.37;-9.05;-0.20;-11;-267;-6;19.61;2
9;-0.47;-9.05;-0.20;-14;-267;-6;19.61;2
10;-0.41;-9.02;-0.27;-12;-266;-8;19.67;2
11;-0.47;-9.08;-0.17;-14;-268;-5;19.54;2
12;-0.61;-9.19;-0.27;-18;-271;-8;19.61;2
13;-0.51;-9.15;-0.24;-15;-270;-7;19.54;2
14;-0.54;-9.08;-0.24;-16;-268;-7;19.34;2
15;-0.61;-8.98;-0.24;-18;-265;-7;19.54;2
16;-0.44;-9.12;-0.27;-13;-269;-8;19.54;2
17;-0.47;-9.19;-0.27;-14;-271;-8;19.47;2
18;-0.37;-9.02;-0.24;-11;-266;-7;19.61;2
19;-0.47;-9.15;-0.17;-14;-270;-5;19.74;2
20;-0.51;-9.02;-0.34;-15;-266;-10;19.47;2
21;-0.41;-9.12;-0.24;-12;-269;-7;19.28;2
22;-0.58;-9.08;-0.17;-17;-268;-5;19.67;2
23;-0.51;-9.05;-0.17;-15;-267;-5;19.41;2
24;-0.58;-9.12;-0.27;-17;-269;-8;19.54;2
25;-0.51;-8.92;-0.27;-15;-263;-8;19.61;2
26;-0.44;-9.08;-0.34;-13;-268;-10;19.47;2
27;-0.47;-9.02;-0.27;-14;-266;-8;19.47;2
28;-0.61;-9.02;-0.24;-18;-266;-7;19.54;2
29;-0.41;-9.02;-0.31;-12;-266;-9;19.34;2
30;-0.47;-9.05;-0.20;-14;-267;-6;19.41;2
31;-0.47;-9.02;-0.24;-14;-266;-7;19.54;2
32;-0.61;-8.98;-0.17;-18;-265;-5;19.34;2
33;-0.37;-9.08;-0.24;-11;-268;-7;19.34;2
34;-0.44;-9.05;-0.27;-13;-267;-8;19.67;2
35;-0.44;-8.98;-0.27;-13;-265;-8;19.47;2
36;-0.37;-9.12;-0.27;-11;-269;-8;19.28;2
37;-0.64;-9.12;-0.20;-19;-269;-6;19.54;2
38;-0.54;-9.12;-0.27;-16;-269;-8;19.54;2
39;-0.31;-9.02;-0.24;-9;-266;-7;19.67;2
40;-0.44;-9.05;-0.24;-13;-267;-7;19.47;2
41;-0.51;-9.05;-0.20;-15;-267;-6;19.54;2
42;-0.51;-9.12;-0.20;-15;-269;-6;19.54;2
43;-0.47;-9.05;-0.20;-14;-267;-6;19.28;2
44;-0.47;-9.15;-0.20;-14;-270;-6;19.54;2
45;-0.44;-9.15;-0.27;-13;-270;-8;19.74;2
46;-0.54;-9.08;-0.37;-16;-268;-11;19.61;2
47;-0.51;-8.95;-0.24;-15;-264;-7;19.54;2
48;-0.51;-9.25;-0.24;-15;-273;-7;19.61;2
49;-0.61;-9.15;-0.31;-18;-270;-9;19.61;2
50;-0.54;-9.08;-0.27;-16;-268;-8;19.34;2
51;-0.47;-9.08;-0.27;-14;-268;-8;19.47;2
52;-0.41;-9.15;-0.20;-12;-270;-6;19.61;2
53;-0.47;-9.12;-0.24;-14;-269;-7;19.34;2
54;-0.41;-8.95;-0.24;-12;-264;-7;19.67;2
55;-0.51;-8.98;-0.14;-15;-265;-4;19.61;2
56;-0.68;-8.98;-0.14;-20;-265;-4;19.67;2
57;-0.51;-9.05;-0.20;-15;-267;-6;19.67;2
58;-0.58;-9.08;-0.20;-17;-268;-6;19.80;2
59;-0.51;-9.05;-0.17;-15;-267;-5;19.54;2
60;-0.54;-8.98;-0.17;-16;-265;-5;19.54;2
61;-0.58;-9.08;-0.31;-17;-268;-9;19.54;2
62;-0.54;-9.05;-0.24;-16;-267;-7;19.74;2
63;-0.54;-9.08;-0.20;-16;-268;-6;19.41;2
64;-0.51;-9.02;-0.24;-15;-266;-7;19.74;2
65;-0.58;-9.05;-0.24;-17;-267;-7;19.41;2
66;-0.31;-9.05;-0.10;-9;-267;-3;19.67;2
67;-0.47;-9.08;-0.27;-14;-268;-8;19.54;2
68;-0.61;-8.98;-0.14;-18;-265;-4;19.41;2
69;-0.51;-9.02;-0.17;-15;-266;-5;19.80;2
70;-0.54;-8.98;-0.24;-16;-265;-7;19.21;2
71;-0.41;-9.05;-0.20;-12;-267;-6;19.54;2
72;-0.58;-9.05;-0.17;-17;-267;-5;19.54;2
73;-0.61;-9.08;-0.20;-18;-268;-6;19.87;2
74;-0.51;-9.05;-0.24;-15;-267;-7;19.67;2
75;-0.47;-9.02;-0.20;-14;-266;-6;19.61;2
76;-0.41;-9.02;-0.20;-12;-266;-6;19.47;2
77;-0.47;-9.02;-0.27;-14;-266;-8;19.54;2
78;-0.54;-9.15;-0.24;-16;-270;-7;19.80;2
79;-0.37;-8.95;-0.20;-11;-264;-6;19.67;2
80;-0.47;-9.02;-0.20;-14;-266;-6;19.67;2
81;-0.54;-9.22;-0.24;-16;-272;-7;19.67;2
82;-0.41;-9.08;-0.34;-12;-268;-10;19.61;2
