Date;30.10.2025
Time;17.09.17
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-0.31;-7.42;-0.17;-9;-219;-5;19.74;2
2;-0.41;-7.66;-0.20;-12;-226;-6;19.61;2
3;-0.41;-7.63;-0.20;-12;-225;-6;19.61;2
4;-0.34;-7.59;-0.27;-10;-224;-8;19.34;2
5;-0.37;-7.59;-0.17;-11;-224;-5;19.80;2
6;-0.31;-7.59;-0.24;-9;-224;-7;19.61;2
7;-0.37;-7.73;-0.20;-11;-228;-6;19.67;2
8;-0.27;-7.53;-0.20;-8;-222;-6;19.54;2
9;-0.24;-7.66;-0.24;-7;-226;-7;19.34;2
10;-0.37;-7.59;-0.20;-11;-224;-6;19.34;2
11;-0.34;-7.63;-0.31;-10;-225;-9;19.47;2
12;-0.44;-7.69;-0.24;-13;-227;-7;19.54;2
13;-0.37;-7.59;-0.24;-11;-224;-7;19.80;2
14;-0.37;-7.59;-0.27;-11;-224;-8;19.61;2
15;-0.31;-7.66;-0.24;-9;-226;-7;19.80;2
16;-0.34;-7.76;-0.20;-10;-229;-6;19.54;2
17;-0.34;-7.56;-0.10;-10;-223;-3;19.41;2
18;-0.37;-7.69;-0.17;-11;-227;-5;19.54;2
19;-0.37;-7.59;-0.27;-11;-224;-8;19.74;2
20;-0.41;-7.49;-0.24;-12;-221;-7;19.28;2
21;-0.31;-7.59;-0.27;-9;-224;-8;19.34;2
22;-0.34;-7.49;-0.27;-10;-221;-8;19.47;2
23;-0.34;-7.53;-0.20;-10;-222;-6;19.47;2
24;-0.37;-7.59;-0.17;-11;-224;-5;19.74;2
25;-0.31;-7.73;-0.24;-9;-228;-7;19.67;2
26;-0.44;-7.69;-0.10;-13;-227;-3;19.61;2
27;-0.34;-7.73;-0.20;-10;-228;-6;19.41;2
28;-0.34;-7.53;-0.20;-10;-222;-6;19.54;2
29;-0.17;-7.69;-0.31;-5;-227;-9;19.41;2
30;-0.37;-7.49;-0.17;-11;-221;-5;19.47;2
31;-0.37;-7.59;-0.20;-11;-224;-6;19.41;2
32;-0.31;-7.49;-0.24;-9;-221;-7;19.54;2
33;-0.41;-7.53;-0.31;-12;-222;-9;19.54;2
34;-0.24;-7.66;-0.20;-7;-226;-6;19.54;2
35;-0.41;-7.56;-0.27;-12;-223;-8;19.34;2
36;-0.17;-7.63;-0.27;-5;-225;-8;19.87;2
37;-0.34;-7.59;-0.20;-10;-224;-6;19.54;2
38;-0.41;-7.73;-0.24;-12;-228;-7;19.67;2
39;-0.34;-7.69;-0.24;-10;-227;-7;19.54;2
40;-0.27;-7.59;-0.24;-8;-224;-7;19.54;2
41;-0.31;-7.36;-0.20;-9;-217;-6;19.61;2
42;-0.34;-7.49;-0.27;-10;-221;-8;19.74;2
43;-0.31;-7.69;-0.17;-9;-227;-5;19.41;2
44;-0.41;-7.63;-0.17;-12;-225;-5;19.74;2
45;-0.24;-7.49;-0.27;-7;-221;-8;19.54;2
46;-0.31;-7.59;-0.24;-9;-224;-7;19.54;2
47;-0.37;-7.56;-0.24;-11;-223;-7;19.41;2
48;-0.37;-7.63;-0.20;-11;-225;-6;19.54;2
49;-0.20;-7.59;-0.24;-6;-224;-7;19.80;2
50;-0.14;-7.53;-0.31;-4;-222;-9;19.74;2
51;-0.51;-7.69;-0.24;-15;-227;-7;19.54;2
52;-0.31;-7.56;-0.17;-9;-223;-5;19.67;2
53;-0.37;-7.59;-0.27;-11;-224;-8;19.34;2
54;-0.41;-7.59;-0.20;-12;-224;-6;19.54;2
55;-0.41;-7.80;-0.20;-12;-230;-6;19.61;2
56;-0.31;-7.66;-0.14;-9;-226;-4;19.41;2
57;-0.37;-7.63;-0.17;-11;-225;-5;19.47;2
58;-0.24;-7.59;-0.17;-7;-224;-5;19.54;2
59;-0.37;-7.59;-0.20;-11;-224;-6;19.61;2
60;-0.31;-7.56;-0.20;-9;-223;-6;19.74;2
61;-0.41;-7.53;-0.20;-12;-222;-6;19.61;2
62;-0.44;-7.63;-0.27;-13;-225;-8;19.41;2
63;-0.27;-7.73;-0.24;-8;-228;-7;19.28;2
64;-0.41;-7.63;-0.20;-12;-225;-6;19.41;2
65;-0.41;-7.49;-0.17;-12;-221;-5;19.47;2
66;-0.20;-7.53;-0.14;-6;-222;-4;19.54;2
67;-0.37;-7.56;-0.17;-11;-223;-5;19.61;2
68;-0.17;-7.76;-0.20;-5;-229;-6;19.54;2
69;-0.34;-7.69;-0.24;-10;-227;-7;19.41;2
70;-0.20;-7.73;-0.17;-6;-228;-5;19.74;2
71;-0.41;-7.66;-0.20;-12;-226;-6;19.54;2
72;-0.31;-7.46;-0.27;-9;-220;-8;19.34;2
73;-0.37;-7.59;-0.24;-11;-224;-7;19.74;2
74;-0.31;-7.63;-0.24;-9;-225;-7;19.61;2
75;-0.37;-7.69;-0.20;-11;-227;-6;19.67;2
76;-0.47;-7.69;-0.17;-14;-227;-5;19.61;2
77;-0.27;-7.53;-0.27;-8;-222;-8;19.47;2
78;-0.44;-7.56;-0.20;-13;-223;-6;19.67;2
79;-0.41;-7.69;-0.17;-12;-227;-5;19.74;2
80;-0.51;-7.63;-0.17;-15;-225;-5;19.41;2
81;-0.47;-7.56;-0.24;-14;-223;-7;19.54;2
82;-0.34;-7.63;-0.20;-10;-225;-6;19.61;2
83;-0.51;-7.59;-0.10;-15;-224;-3;19.54;2
84;-0.27;-7.49;-0.27;-8;-221;-8;19.61;2
85;-0.44;-7.63;-0.17;-13;-225;-5;19.61;2
86;-0.31;-7.56;-0.20;-9;-223;-6;19.74;2
87;-0.27;-7.53;-0.20;-8;-222;-6;19.67;2
88;-0.44;-7.69;-0.27;-13;-227;-8;19.54;2
89;-0.27;-7.49;-0.24;-8;-221;-7;19.41;2
90;-0.24;-7.66;-0.31;-7;-226;-9;19.54;2
91;-0.41;-7.59;-0.20;-12;-224;-6;19.61;2
92;-0.34;-7.66;-0.14;-10;-226;-4;19.34;2
93;-0.27;-7.56;-0.17;-8;-223;-5;19.61;2
94;-0.47;-7.53;-0.14;-14;-222;-4;19.61;2
95;-0.34;-7.83;-0.17;-10;-231;-5;19.80;2
96;-0.34;-7.56;-0.14;-10;-223;-4;19.54;2
97;-0.34;-7.63;-0.17;-10;-225;-5;19.54;2
98;-0.37;-7.59;-0.17;-11;-224;-5;19.61;2
99;-0.34;-7.69;-0.17;-10;-227;-5;19.54;2
