Date;30.10.2025
Time;17.05.34
Sensor name:;TLE493D-P3I8

Comment:;


Index;Bx[mT];By[mT];Bz[mT];Bx[LSB];By[LSB];Bz[LSB];Temperature[C];Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]
1;-4.98;-33.90;0.54;-147;-1000;16;19.67;2
2;-5.02;-34.00;0.47;-148;-1003;14;19.74;2
3;-5.08;-33.86;0.54;-150;-999;16;19.87;2
4;-5.15;-33.80;0.58;-152;-997;17;19.61;2
5;-5.05;-33.93;0.64;-149;-1001;19;20.00;2
6;-4.95;-33.90;0.51;-146;-1000;15;19.87;2
7;-5.05;-33.80;0.58;-149;-997;17;20.00;2
8;-4.98;-33.86;0.58;-147;-999;17;19.74;2
9;-5.08;-33.90;0.54;-150;-1000;16;19.80;2
10;-5.05;-33.86;0.58;-149;-999;17;20.00;2
11;-5.08;-33.76;0.54;-150;-996;16;19.74;2
12;-5.15;-33.97;0.54;-152;-1002;16;19.61;2
13;-4.92;-33.83;0.58;-145;-998;17;19.87;2
14;-5.08;-33.86;0.54;-150;-999;16;19.74;2
15;-5.25;-33.90;0.54;-155;-1000;16;19.74;2
16;-5.22;-33.97;0.47;-154;-1002;14;19.87;2
17;-5.15;-33.93;0.54;-152;-1001;16;19.61;2
18;-5.02;-33.93;0.54;-148;-1001;16;19.87;2
19;-5.08;-33.93;0.51;-150;-1001;15;19.54;2
20;-4.98;-33.90;0.54;-147;-1000;16;19.74;2
21;-4.98;-33.86;0.44;-147;-999;13;20.07;2
22;-5.02;-33.97;0.51;-148;-1002;15;19.87;2
23;-4.98;-33.97;0.47;-147;-1002;14;19.67;2
24;-5.05;-33.97;0.54;-149;-1002;16;19.61;2
25;-5.02;-33.93;0.47;-148;-1001;14;19.87;2
26;-5.02;-33.83;0.54;-148;-998;16;19.61;2
27;-5.05;-33.90;0.51;-149;-1000;15;19.87;2
28;-5.15;-33.97;0.58;-152;-1002;17;19.74;2
29;-5.12;-33.83;0.54;-151;-998;16;19.74;2
30;-4.98;-33.86;0.54;-147;-999;16;19.74;2
31;-5.05;-33.80;0.47;-149;-997;14;19.80;2
32;-5.02;-33.76;0.54;-148;-996;16;19.61;2
33;-5.12;-34.00;0.54;-151;-1003;16;19.74;2
34;-5.05;-33.83;0.54;-149;-998;16;19.61;2
35;-5.05;-33.93;0.47;-149;-1001;14;20.00;2
36;-4.98;-33.83;0.54;-147;-998;16;19.67;2
37;-5.12;-33.97;0.47;-151;-1002;14;19.47;2
38;-5.05;-33.97;0.47;-149;-1002;14;20.00;2
39;-5.05;-33.93;0.47;-149;-1001;14;19.74;2
40;-5.19;-33.93;0.54;-153;-1001;16;19.54;2
41;-4.92;-33.90;0.54;-145;-1000;16;19.93;2
42;-4.95;-33.86;0.54;-146;-999;16;19.67;2
43;-5.12;-33.80;0.51;-151;-997;15;19.74;2
44;-4.95;-33.93;0.51;-146;-1001;15;20.07;2
45;-5.05;-33.86;0.51;-149;-999;15;19.87;2
46;-5.15;-33.93;0.54;-152;-1001;16;19.74;2
47;-5.15;-33.93;0.54;-152;-1001;16;19.93;2
48;-4.85;-33.90;0.51;-143;-1000;15;19.74;2
49;-5.02;-33.97;0.58;-148;-1002;17;19.80;2
50;-5.02;-33.97;0.47;-148;-1002;14;19.67;2
51;-5.05;-33.83;0.51;-149;-998;15;19.80;2
52;-5.02;-34.03;0.47;-148;-1004;14;19.54;2
53;-4.95;-34.00;0.47;-146;-1003;14;19.87;2
54;-4.98;-33.80;0.58;-147;-997;17;19.67;2
55;-5.05;-34.07;0.58;-149;-1005;17;20.00;2
56;-5.08;-33.80;0.54;-150;-997;16;19.61;2
57;-5.15;-33.86;0.51;-152;-999;15;19.80;2
58;-4.98;-33.97;0.54;-147;-1002;16;19.80;2
59;-5.05;-34.00;0.51;-149;-1003;15;19.74;2
60;-5.05;-33.90;0.47;-149;-1000;14;19.74;2
61;-5.19;-34.00;0.54;-153;-1003;16;19.67;2
62;-5.12;-33.80;0.54;-151;-997;16;19.67;2
63;-4.95;-33.90;0.44;-146;-1000;13;20.00;2
64;-5.08;-33.93;0.51;-150;-1001;15;19.41;2
65;-5.02;-33.83;0.51;-148;-998;15;19.67;2
66;-5.08;-33.83;0.47;-150;-998;14;19.67;2
67;-5.08;-33.93;0.54;-150;-1001;16;19.87;2
68;-5.08;-33.90;0.47;-150;-1000;14;19.74;2
69;-5.08;-33.86;0.51;-150;-999;15;19.61;2
70;-5.19;-33.80;0.58;-153;-997;17;19.74;2
71;-5.08;-33.90;0.54;-150;-1000;16;19.74;2
72;-5.05;-33.90;0.47;-149;-1000;14;19.80;2
73;-5.08;-33.80;0.51;-150;-997;15;19.80;2
